,target
8503,26.972
8504,26.693
8505,26.17
8506,24.418000000000006
8507,26.985
8508,27.072
8509,23.968000000000004
8510,23.309
8511,24.172
8512,21.05
8513,17.869
8514,21.684
8515,19.174
8516,28.08
8517,27.914
8518,29.283
8519,27.588
8520,24.379
8521,25.076
8522,26.873
8523,26.342
8524,25.828000000000007
8525,20.466
8526,23.552
8527,23.868
8528,22.464
8529,23.815
8530,20.066
8531,19.874
8532,21.952
8533,22.618
8534,24.578000000000007
8535,28.931
8536,29.389
8537,37.175
8538,41.837
8539,43.426
8540,38.1
8541,31.814
8542,26.923
8543,23.648000000000003
8544,22.667
8545,21.269
8546,22.07
8547,27.937
8548,31.734
8549,30.039
8550,33.772
8551,34.887
8552,31.771
8553,31.69400000000001
8554,30.894
8555,28.285
8556,31.62
8557,32.625
8558,26.117
8559,23.259
8560,23.033
8561,20.338
8562,15.536
8563,15.747
8564,13.403
8565,8.775
8566,4.0539999999999985
8567,6.78
8568,8.015
8569,10.861
8570,8.607999999999999
8571,6.996
8572,10.997
8573,14.497
8574,11.412
8575,9.047
8576,8.934
8577,9.32
8578,11.123
8579,14.386
8580,19.048
8581,18.615
8582,20.357
8583,21.103
8584,22.957
8585,24.418000000000006
8586,16.971
8587,13.983
8588,13.169
8589,10.302
8590,10.394
8591,10.297
8592,14.102
8593,16.901
8594,19.561
8595,22.922
8596,22.244
8597,21.796
8598,20.454
8599,23.307
8600,27.066
8601,23.537
8602,23.291
8603,23.855
8604,20.97300000000001
8605,19.917
8606,21.375
8607,18.621
8608,20.895
8609,23.191
8610,26.812
8611,31.603
8612,36.589
8613,41.095
8614,44.945
8615,42.304
8616,40.096
8617,39.586
8618,36.213
8619,36.715
8620,37.57
8621,30.519
8622,24.355
8623,25.322
8624,24.457
8625,24.457
8626,13.549
8627,17.512
8628,28.654
8629,30.297
8630,28.449
8631,27.34
8632,29.11
8633,31.482
8634,29.47300000000001
8635,28.751
8636,25.19
8637,21.382
8638,16.022000000000002
8639,14.789
8640,16.072
8641,17.031
8642,18.116
8643,18.108
8644,14.262
8645,12.354
8646,12.407
8647,12.566
8648,14.841
8649,15.615
8650,18.328
8651,17.694000000000006
8652,17.387999999999998
8653,16.577
8654,14.249
8655,15.49
8656,17.034000000000002
8657,19.57
8658,25.014
8659,26.292
8660,24.727
8661,24.5
8662,23.77
8663,25.738000000000003
8664,29.962
8665,34.556
8666,29.092
8667,26.623
8668,19.557
8669,17.061
8670,9.582
8671,7.478
8672,6.7860000000000005
8673,7.881
8674,13.834
8675,17.152
8676,21.255
8677,19.63
8678,19.616
8679,18.731
8680,20.857
8681,19.093
8682,16.458
8683,15.771
8684,13.008
8685,9.65
8686,9.378
8687,6.022
8688,4.915
8689,6.21
8690,4.423
8691,6.355
8692,6.564
8693,6.853
8694,8.477
8695,8.716000000000001
8696,7.1560000000000015
8697,7.3820000000000014
8698,7.815
8699,8.919
8700,7.518
8701,7.7189999999999985
8702,6.846
8703,7.309
8704,6.17
8705,7.247999999999998
8706,6.52
8707,7.121
8708,7.776
8709,7.726
8710,7.409
8711,5.9689999999999985
8712,7.494
8713,8.981
8714,7.9460000000000015
8715,5.901
8716,5.162000000000001
8717,1.382
8718,18.81
8719,6.211
8720,8.705
8721,9.251
8722,12.152
8723,13.666
8724,10.197
8725,14.509
8726,14.15
8727,19.112
8728,16.062
8729,7.141
8730,1.475
8731,2.157
8732,10.442
8733,3.775
8734,2.813
8735,11.031
8736,6.8420000000000005
8737,7.841
8738,8.19
8739,12.39
8740,5.983
8741,17.519000000000002
8742,16.368
8743,14.902
8744,17.086
8745,42.324
8746,39.516
8747,45.28
8748,45.03100000000001
8749,45.231
8750,44.69600000000001
8751,41.658
8752,36.678
8753,33.109
8754,38.316
8755,37.521
8756,33.72
8757,31.05
8758,26.995
8759,26.167
8760,28.762
8761,22.192
8762,17.827
8763,18.447
8764,13.505
8765,8.742
8766,6.129
8767,2.79
8768,1.66
8769,3.221
8770,4.1560000000000015
8771,9.101
8772,9.015
8773,6.646
8774,2.999
8775,1.384
8776,1.17
8777,0.695
8778,0.523
8779,0.46
8780,0.155
8781,-0.142
8782,-0.186
8783,0.423
8784,0.928
8785,1.3159999999999998
8786,3.077
8787,3.318
8788,6.448
8789,3.89
8790,2.947
8791,7.816
8792,6.981
8793,17.414
8794,13.452
8795,10.697
8796,12.298
8797,23.7
8798,27.786
8799,24.008000000000006
8800,30.121
8801,27.225
8802,27.865
8803,22.854
8804,20.362
8805,15.186
8806,16.445
8807,14.937
8808,16.342
8809,14.883
8810,14.332
8811,16.894000000000002
8812,20.475
8813,18.346
8814,17.566
8815,23.577
8816,22.428
8817,28.031
8818,26.117
8819,23.489
8820,26.838
8821,23.931
8822,16.877
8823,12.862
8824,13.057
8825,12.948
8826,13.057
8827,14.248
8828,14.915
8829,19.361
8830,22.898000000000003
8831,26.517
8832,22.614
8833,19.911
8834,16.479
8835,10.86
8836,12.119000000000002
8837,7.667000000000002
8838,6.684
8839,6.108
8840,6.965
8841,7.338999999999999
8842,7.567
8843,5.989
8844,6.619
8845,9.316
8846,12.23
8847,12.937
8848,11.065
8849,10.554
8850,7.401
8851,5.933
8852,7.502000000000002
8853,11.454
8854,14.035
8855,16.709
8856,20.718000000000004
8857,22.781
8858,26.488000000000003
8859,31.01
8860,30.08
8861,33.317
8862,23.654
8863,33.589
8864,38.354
8865,38.217
8866,38.386
8867,35.488
8868,30.745
8869,24.537
8870,24.761
8871,23.756
8872,22.183000000000003
8873,20.972
8874,21.467
8875,18.423
8876,14.7
8877,14.057
8878,15.586
8879,15.889
8880,14.84
8881,17.168
8882,20.422
8883,17.827
8884,18.236
8885,23.14
8886,27.192
8887,29.601
8888,28.648000000000003
8889,27.173
8890,22.493
8891,25.397
8892,24.405
8893,23.42
8894,10.888
8895,10.077
8896,8.751
8897,12.519
8898,12.217
8899,10.198
8900,8.338
8901,6.807
8902,8.522
8903,10.593
8904,7.33
8905,8.455
8906,9.096
8907,10.861
8908,11.349
8909,11.173
8910,20.919
8911,26.136
8912,32.781
8913,36.09
8914,38.385
8915,34.988
8916,43.603
8917,44.183
8918,37.38800000000001
8919,32.193000000000005
8920,27.041
8921,24.074
8922,22.206
8923,22.798
8924,23.603
8925,21.393
8926,20.336
8927,16.662
8928,14.692
8929,14.985
8930,10.666
8931,8.292
8932,9.41
8933,7.855
8934,8.468
8935,9.263
8936,10.469
8937,10.598
8938,12.001
8939,14.824000000000002
8940,17.555999999999994
8941,19.601
8942,16.831
8943,15.412
8944,13.924
8945,13.784
8946,14.261
8947,14.484000000000002
8948,13.343
8949,12.733
8950,13.104
8951,14.651
8952,14.634
8953,15.938
8954,19.456
8955,16.265
8956,12.765999999999998
8957,8.982999999999997
8958,8.142999999999999
8959,5.231
8960,4.04
8961,3.19
8962,2.147
8963,0.8740000000000001
8964,0.636
8965,0.49
8966,1.132
8967,0.4320000000000001
8968,0.321
8969,-0.02
8970,0.237
8971,0.988
8972,1.004
8973,3.645
8974,10.653
8975,10.072
8976,13.106
8977,16.678
8978,15.42
8979,12.550999999999998
8980,16.887
8981,18.032
8982,17.139
8983,18.719
8984,14.964
8985,21.366
8986,27.004
8987,19.173
8988,16.497
8989,21.275
8990,12.237
8991,11.89
8992,6.511
8993,4.907
8994,6.488
8995,7.212999999999999
8996,8.932
8997,10.008
8998,11.281
8999,13.183
9000,12.741
9001,14.798
9002,19.57
9003,16.477
9004,17.99
9005,19.113
9006,18.591
9007,23.85
9008,26.474
9009,29.216
9010,35.92800000000001
9011,35.436
9012,38.682
9013,34.517
9014,25.496
9015,24.638
9016,20.554
9017,19.326
9018,17.754
9019,8.837
9020,5.348
9021,6.457999999999998
9022,8.788
9023,7.447999999999999
9024,11.217
9025,12.242
9026,16.644000000000002
9027,29.08
9028,35.113
9029,43.056
9030,47.158
9031,47.167
9032,47.037
9033,46.292
9034,46.332
9035,47.462
9036,46.81100000000001
9037,47.444
9038,46.269
9039,47.293
9040,46.808
9041,45.819
9042,45.495
9043,46.429
9044,46.709
9045,44.164
9046,44.216
9047,45.57100000000001
9048,44.303
9049,45.224
9050,41.418
9051,38.029
9052,39.605
9053,39.494
9054,39.585
9055,40.038
9056,40.274
9057,35.675
9058,28.336
9059,28.264
9060,22.255
9061,21.998
9062,16.71
9063,10.734000000000002
9064,9.698
9065,5.655
9066,7.588999999999999
9067,6.169
9068,11.015
9069,11.861
9070,21.176
9071,34.884
9072,32.733000000000004
9073,33.858000000000004
9074,46.701
9075,42.137
9076,44.812
9077,45.052
9078,41.256
9079,36.349
9080,31.943
9081,33.277
9082,30.701
9083,28.589
9084,27.776
9085,26.524
9086,23.459
9087,25.86
9088,30.227
9089,29.502
9090,29.947
9091,32.958
9092,31.213
9093,30.999
9094,32.84
9095,32.184
9096,35.104
9097,32.316
9098,31.958
9099,29.256
9100,33.809
9101,33.431
9102,27.089
9103,22.021
9104,18.585
9105,19.055
9106,19.188
9107,15.837
9108,13.724
9109,15.209
9110,16.78
9111,15.779000000000002
9112,15.508
9113,12.422
9114,12.903
9115,11.1
9116,10.001
9117,9.909
9118,11.539
9119,10.13
9120,11.445
9121,13.216
9122,14.847
9123,14.709
9124,12.144
9125,12.424
9126,13.79
9127,15.203
9128,12.242
9129,9.971
9130,10.156
9131,7.536
9132,7.508999999999999
9133,5.51
9134,5.238
9135,6.359
9136,4.689
9137,3.23
9138,3.477
9139,3.835
9140,5.23
9141,3.746
9142,3.613
9143,2.932
9144,3.132
9145,3.61
9146,3.096
9147,3.1180000000000003
9148,2.9
9149,2.193
9150,1.061
9151,1.432
9152,1.355
9153,1.349
9154,0.945
9155,1.456
9156,1.3630000000000002
9157,1.822
9158,2.02
9159,1.636
9160,1.75
9161,5.099
9162,6.507999999999999
9163,9.871
9164,10.099
9165,12.896
9166,17.222
9167,14.61
9168,15.606
9169,16.489
9170,16.295
9171,17.484
9172,12.33
9173,10.679
9174,9.609
9175,7.66
9176,5.691
9177,5.5539999999999985
9178,4.133
9179,6.822
9180,7.807
9181,5.598
9182,5.115
9183,6.608
9184,6.457000000000002
9185,7.039
9186,5.32
9187,4.964
9188,5.971
9189,6.99
9190,7.794
9191,6.943
9192,6.285
9193,7.541
9194,7.983
9195,7.917000000000002
9196,8.556000000000001
9197,8.79
9198,9.405
9199,11.164
9200,10.139
9201,8.829
9202,7.353
9203,7.105
9204,6.21
9205,6.627999999999999
9206,6.746
9207,5.9510000000000005
9208,5.033
9209,5.127000000000002
9210,4.468
9211,5.112
9212,7.053
9213,7.1770000000000005
9214,8.205
9215,7.4460000000000015
9216,8.647
9217,9.065
9218,10.419
9219,12.895
9220,12.694
9221,11.431
9222,11.33
9223,11.15
9224,10.063
9225,12.130999999999998
9226,12.52
9227,13.018
9228,14.241
9229,14.380999999999998
9230,14.194
9231,14.648
9232,12.68
9233,10.065
9234,10.432
9235,10.363
9236,10.024
9237,9.409
9238,10.769
9239,9.147
9240,9.907
9241,10.233
9242,10.9
9243,8.906
9244,8.267000000000001
9245,8.718
9246,10.172
9247,4.121
9248,2.477
9249,1.841
9250,2.021
9251,3.936
9252,4.457
9253,3.736
9254,2.593
9255,2.273
9256,2.106
9257,0.949
9258,0.5820000000000001
9259,0.311
9260,1.114
9261,0.992
9262,1.252
9263,3.055
9264,3.707
9265,4.509
9266,5.299
9267,6.5070000000000014
9268,7.055
9269,7.5379999999999985
9270,8.107999999999999
9271,8.013
9272,9.632
9273,11.51
9274,10.744000000000002
9275,7.947999999999999
9276,9.73
9277,14.174
9278,13.155
9279,14.084
9280,16.369
9281,18.086
9282,17.547
9283,13.491
9284,12.583
9285,14.494000000000002
9286,16.792
9287,14.899
9288,15.069
9289,15.138
9290,11.931
9291,8.725
9292,4.846
9293,3.509
9294,1.692
9295,-0.051
9296,-0.254
9297,-0.233
9298,-0.211
9299,-0.295
9300,-0.318
9301,-0.279
9302,-0.209
9303,0.907
9304,0.8079999999999999
9305,1.274
9306,1.5719999999999998
9307,1.5530000000000002
9308,1.411
9309,0.013
9310,0.014
9311,-0.033
9312,0.464
9313,-0.241
9314,4.296
9315,17.962
9316,21.23
9317,20.159
9318,23.225
9319,24.214
9320,24.542
9321,30.031
9322,46.307
9323,42.69
9324,43.834
9325,46.71
9326,47.149
9327,46.702
9328,46.602
9329,44.367
9330,43.685
9331,42.593
9332,42.681
9333,41.477
9334,36.119
9335,31.287
9336,30.674
9337,29.067
9338,29.937
9339,26.201
9340,23.014
9341,21.857
9342,18.353
9343,16.58
9344,12.545
9345,17.445999999999998
9346,18.094
9347,14.305
9348,17.574
9349,20.527
9350,23.544
9351,23.116
9352,16.311
9353,13.21
9354,12.115
9355,5.814
9356,4.808
9357,5.61
9358,4.816
9359,4.944
9360,4.515
9361,2.197
9362,1.237
9363,3.897
9364,12.431
9365,20.898000000000003
9366,24.61
9367,24.667
9368,23.553
9369,21.628
9370,21.656
9371,22.699
9372,18.784
9373,22.855
9374,26.08
9375,29.549
9376,27.252
9377,27.524
9378,29.128
9379,27.158
9380,25.391
9381,25.458
9382,23.656
9383,22.275
9384,21.763
9385,19.69
9386,18.179
9387,18.316
9388,18.897
9389,14.67
9390,15.299
9391,14.43
9392,13.81
9393,12.88
9394,12.414
9395,12.722
9396,9.695
9397,11.917
9398,8.388
9399,7.147
9400,6.9060000000000015
9401,6.8279999999999985
9402,6.82
9403,5.0710000000000015
9404,2.724
9405,0.785
9406,0.293
9407,0.356
9408,0.29
9409,-0.204
9410,-0.211
9411,0.424
9412,0.341
9413,0.1669999999999999
9414,7.237
9415,5.051
9416,5.759
9417,1.033
9418,0.413
9419,2.02
9420,3.457
9421,2.354
9422,4.203
9423,5.255
9424,6.301
9425,6.95
9426,5.6789999999999985
9427,5.2189999999999985
9428,7.457000000000002
9429,5.34
9430,7.3370000000000015
9431,5.3020000000000005
9432,3.049
9433,6.002999999999999
9434,9.082
9435,9.527
9436,12.122
9437,15.61
9438,16.352
9439,11.992
9440,10.539
9441,10.357
9442,8.943
9443,5.349
9444,4.558
9445,2.457
9446,2.312
9447,2.65
9448,4.044
9449,5.806
9450,4.285
9451,4.801
9452,4.519
9453,5.067
9454,4.331
9455,3.411
9456,4.44
9457,5.706
9458,6.545
9459,10.578
9460,15.73
9461,18.544
9462,18.806
9463,20.631
9464,24.405
9465,32.744
9466,37.069
9467,43.22
9468,42.284
9469,43.65600000000001
9470,44.106
9471,43.325
9472,45.76600000000001
9473,45.624
9474,46.457
9475,41.21
9476,43.925
9477,32.568000000000005
9478,37.71
9479,36.294
9480,38.097
9481,38.268
9482,31.713
9483,24.22
9484,21.211
9485,20.686
9486,20.047
9487,26.012
9488,20.924
9489,25.412
9490,19.558
9491,15.047
9492,12.467
9493,11.207
9494,13.8
9495,9.875
9496,8.936
9497,10.72
9498,3.957
9499,4.709
9500,5.82
9501,9.345
9502,19.918
9503,27.065
9504,21.094
9505,13.412
9506,4.279
9507,2.352
9508,1.912
9509,1.452
9510,3.3360000000000003
9511,6.292999999999998
9512,5.9929999999999986
9513,8.247
9514,10.071
9515,11.651
9516,10.796
9517,8.286
9518,6.664
9519,6.686
9520,7.397
9521,8.162
9522,3.881
9523,-0.009
9524,-0.191
9525,-0.077
9526,2.7
9527,1.3530000000000002
9528,0.535
9529,1.122
9530,1.143
9531,-0.088
9532,0.067
9533,1.106
9534,3.341
9535,4.533
9536,2.001
9537,1.55
9538,2.379
9539,1.405
9540,2.267
9541,0.76
9542,0.979
9543,1.3430000000000002
9544,1.435
9545,3.769
9546,6.754
9547,5.6160000000000005
9548,4.698
9549,3.281
9550,4.972
9551,6.957000000000002
9552,5.72
9553,5.2360000000000015
9554,5.944
9555,9.032
9556,6.912000000000001
9557,8.156
9558,7.511
9559,9.871
9560,12.499
9561,14.288
9562,15.333
9563,13.534
9564,16.423
9565,14.285
9566,14.866
9567,16.467
9568,13.758
9569,12.219
9570,13.564
9571,12.118
9572,11.220999999999998
9573,12.473
9574,10.782
9575,8.927999999999997
9576,6.2639999999999985
9577,6.622999999999998
9578,7.211
9579,5.682
9580,6.206
9581,6.029
9582,3.846
9583,2.9560000000000004
9584,3.065
9585,3.257
9586,3.422
9587,4.288
9588,4.645
9589,5.416
9590,4.512
9591,3.869
9592,3.209
9593,1.601
9594,0.513
9595,0.241
9596,0.461
9597,-0.296
9598,-0.209
9599,-0.178
9600,-0.158
9601,-0.144
9602,-0.134
9603,-0.152
9604,-0.159
9605,-0.134
9606,-0.113
9607,-0.141
9608,-0.135
9609,-0.146
9610,-0.123
9611,0.293
9612,0.158
9613,0.2
9614,0.703
9615,0.7979999999999999
9616,1.409
9617,0.978
9618,0.335
9619,-0.163
9620,1.266
9621,1.163
9622,2.795
9623,3.804
9624,3.98
9625,5.4270000000000005
9626,5.545
9627,4.827
9628,4.105
9629,3.999
9630,2.404
9631,2.1590000000000003
9632,1.878
9633,1.947
9634,2.6180000000000003
9635,5.087
9636,8.841000000000003
9637,10.404000000000002
9638,9.739
9639,6.803
9640,7.035
9641,2.834
9642,1.733
9643,1.3430000000000002
9644,0.4320000000000001
9645,0.199
9646,0.561
9647,1.294
9648,0.019
9649,0.621
9650,0.045
9651,0.965
9652,0.078
9653,0.8740000000000001
9654,1.616
9655,3.673
9656,9.926
9657,16.121
9658,18.055
9659,12.72
9660,14.517
9661,11.191
9662,9.483
9663,8.557
9664,7.495
9665,18.512
9666,33.209
9667,43.894
9668,44.557
9669,42.573
9670,39.173
9671,38.246
9672,35.865
9673,35.315
9674,34.02
9675,32.898
9676,30.869
9677,27.418000000000006
9678,24.04
9679,26.934
9680,19.115
9681,17.85
9682,17.712
9683,14.953
9684,14.742
9685,16.848
9686,16.46
9687,14.015
9688,13.912
9689,21.06900000000001
9690,20.084
9691,22.865
9692,24.074
9693,23.799
9694,27.922
9695,26.393
9696,28.476
9697,27.525
9698,27.904
9699,30.332
9700,29.906
9701,29.042
9702,25.589
9703,28.406
9704,31.059
9705,31.772
9706,35.486
9707,34.871
9708,30.811
9709,28.146
9710,27.947
9711,27.107
9712,26.108
9713,27.567
9714,26.024
9715,27.737
9716,28.843000000000004
9717,30.587
9718,31.179
9719,31.394
9720,32.571
9721,27.402
9722,19.454
9723,15.955
9724,17.016
9725,15.434
9726,19.01
9727,15.82
9728,9.166
9729,6.504
9730,5.9529999999999985
9731,5.834
9732,8.3
9733,10.043
9734,6.093
9735,5.606
9736,5.601
9737,6.57
9738,10.96
9739,8.45
9740,5.165
9741,14.601
9742,9.885
9743,9.739
9744,13.204
9745,6.635
9746,2.338
9747,3.645
9748,3.772
9749,4.665
9750,2.914
9751,2.829
9752,1.46
9753,4.2330000000000005
9754,5.263
9755,1.4780000000000002
9756,3.133
9757,6.553
9758,11.707
9759,23.917
9760,25.611
9761,23.307
9762,31.978
9763,38.474
9764,39.456
9765,41.096
9766,44.805
9767,45.351000000000006
9768,46.051
9769,44.155
9770,44.875
9771,42.37600000000001
9772,39.969
9773,38.676
9774,32.31
9775,26.408
9776,21.783
9777,14.574000000000002
9778,10.379
9779,12.969
9780,8.834
9781,7.108
9782,4.872
9783,0.9
9784,-0.312
9785,-0.209
9786,-0.254
9787,-0.214
9788,-0.033
9789,0.296
9790,1.249
9791,1.401
9792,0.899
9793,0.399
9794,-0.145
9795,-0.177
9796,-0.188
9797,-0.196
9798,-0.253
9799,0.093
9800,1.7919999999999998
9801,2.882
9802,5.018
9803,6.388
9804,8.872
9805,10.152
9806,13.54
9807,22.532
9808,21.858
9809,15.707
9810,10.937
9811,11.001
9812,23.853
9813,37.715
9814,42.645
9815,47.197
9816,45.24
9817,46.401
9818,46.88399999999999
9819,47.533
9820,47.566
9821,39.071
9822,23.696
9823,19.26
9824,20.133
9825,26.377
9826,32.958
9827,34.863
9828,36.239
9829,35.093
9830,41.219
9831,44.389
9832,34.061
9833,39.204
9834,37.287
9835,33.486
9836,31.82
9837,27.057
9838,29.125
9839,21.629
9840,15.973
9841,14.92
9842,16.834
9843,8.907
9844,8.467
9845,4.6530000000000005
9846,0.914
9847,6.617000000000001
9848,10.481
9849,4.637
9850,43.152
9851,41.148
9852,43.377
9853,41.309
9854,39.085
9855,42.827
9856,43.52
9857,37.488
9858,29.57
9859,26.98
9860,26.281
9861,26.555
9862,28.28
9863,27.233
9864,24.457
9865,23.153
9866,19.86
9867,21.65
9868,18.577
9869,15.817
9870,10.394
9871,8.607000000000001
9872,8.338
9873,4.134
9874,3.715
9875,2.445
9876,1.6369999999999998
9877,2.503
9878,1.926
9879,0.738
9880,0.178
9881,0.394
9882,1.746
9883,0.324
9884,-0.232
9885,-0.172
9886,-0.181
9887,-0.2
9888,-0.188
9889,-0.168
9890,-0.148
9891,-0.14
9892,-0.145
9893,-0.138
9894,0.65
9895,1.732
9896,1.88
9897,2.631
9898,4.976
9899,4.668
9900,3.819
9901,3.606
9902,4.851
9903,4.712
9904,5.415
9905,5.358
9906,5.582999999999998
9907,7.037000000000001
9908,6.974
9909,6.7639999999999985
9910,6.15
9911,6.627000000000002
9912,8.065
9913,8.649
9914,6.794
9915,7.0870000000000015
9916,6.3610000000000015
9917,7.505
9918,6.435
9919,5.1789999999999985
9920,3.767
9921,4.239
9922,4.814
9923,7.875
9924,5.4510000000000005
9925,6.7189999999999985
9926,3.922
9927,3.097
9928,0.858
9929,-0.15
9930,-0.142
9931,-0.089
9932,-0.219
9933,-0.193
9934,-0.173
9935,-0.185
9936,-0.131
9937,0.642
9938,0.5489999999999999
9939,1.173
9940,2.306
9941,2.917
9942,2.765
9943,3.935
9944,5.997000000000001
9945,7.223
9946,7.811
9947,5.759
9948,6.984
9949,7.912000000000001
9950,8.015
9951,8.908999999999997
9952,9.005
9953,10.652
9954,9.821
9955,9.348
9956,9.891
9957,9.0
9958,8.514
9959,8.86
9960,9.921
9961,9.654
9962,10.539
9963,11.87
9964,11.392
9965,11.227
9966,11.906
9967,16.107
9968,16.721
9969,20.784
9970,22.373
9971,23.391
9972,26.019
9973,29.826
9974,35.981
9975,36.855
9976,30.017
9977,24.286
9978,20.653
9979,18.693
9980,19.353
9981,19.184
9982,22.778
9983,30.736
9984,36.44300000000001
9985,31.671
9986,29.08
9987,27.327
9988,27.783
9989,26.665
9990,27.717
9991,26.642
9992,22.547
9993,21.625
9994,19.02
9995,16.21
9996,16.427
9997,16.546
9998,15.804
9999,19.154
10000,21.061
10001,14.708
10002,12.546
10003,9.817
10004,6.6370000000000005
10005,5.515
10006,5.022
10007,4.698
10008,3.575
10009,2.137
10010,2.214
10011,2.202
10012,2.074
10013,1.4480000000000002
10014,0.835
10015,-0.22
10016,-0.229
10017,-0.278
10018,0.256
10019,1.128
10020,1.729
10021,1.902
10022,1.409
10023,2.217
10024,3.232
10025,3.519
10026,4.662
10027,4.65
10028,5.3679999999999986
10029,5.31
10030,6.082000000000002
10031,6.287000000000001
10032,7.351
10033,9.114
10034,9.819
10035,9.696
10036,12.345
10037,14.849
10038,14.313
10039,13.598
10040,18.788
10041,20.3
10042,22.776
10043,23.534
10044,24.59800000000001
10045,22.077
10046,27.041
10047,24.951
10048,25.465
10049,30.432
10050,32.555
10051,37.053
10052,42.03100000000001
10053,43.828
10054,45.795
10055,46.362
10056,46.99100000000001
10057,47.32100000000001
10058,46.717
10059,47.105
10060,46.937
10061,46.43600000000001
10062,45.433
10063,43.305
10064,40.71
10065,40.842
10066,39.619
10067,37.992
10068,41.484
10069,40.658
10070,37.12300000000001
10071,36.457
10072,35.801
10073,37.235
10074,34.758
10075,31.818
10076,21.449
10077,23.497
10078,23.722
10079,13.856
10080,11.3
10081,8.372
10082,10.248
10083,13.018
10084,13.164
10085,13.29
10086,13.54
10087,13.982
10088,13.588
10089,13.130999999999998
10090,17.075
10091,19.667
10092,10.39
10093,13.689
10094,16.951
10095,14.233
10096,10.747
10097,9.605
10098,9.835
10099,10.82
10100,11.324000000000002
10101,12.027
10102,11.534
10103,11.885
10104,11.408
10105,11.091
10106,7.064
10107,7.215
10108,7.638
10109,5.481
10110,5.229
10111,3.58
10112,2.855
10113,2.658
10114,2.824
10115,2.455
10116,2.5860000000000003
10117,1.745
10118,1.88
10119,2.141
10120,0.7759999999999999
10121,1.188
10122,2.291
10123,4.058
10124,5.886
10125,6.6389999999999985
10126,6.223
10127,8.339
10128,7.705
10129,8.737
10130,9.695
10131,11.065
10132,9.842
10133,9.894
10134,12.943
10135,15.396
10136,19.732
10137,19.549
10138,18.638
10139,23.509
10140,20.226
10141,16.261
10142,16.477
10143,16.535999999999998
10144,17.31
10145,21.187
10146,28.834
10147,36.862
10148,37.7
10149,33.012
10150,31.797
10151,32.276
10152,33.485
10153,35.414
10154,35.961
10155,39.553
10156,39.426
10157,39.975
10158,37.743
10159,35.847
10160,38.37300000000001
10161,37.384
10162,36.793
10163,33.801
10164,37.855
10165,37.625
10166,34.861
10167,34.205
10168,34.873000000000005
10169,32.06
10170,31.091
10171,32.322
10172,33.741
10173,33.656
10174,32.397
10175,40.152
10176,38.934
10177,32.806999999999995
10178,31.666
10179,34.121
10180,29.645
10181,32.28
10182,39.274
10183,41.118
10184,31.327
10185,20.062
10186,15.177
10187,7.591
10188,3.207
10189,11.488
10190,13.271
10191,19.336
10192,13.294
10193,18.252
10194,20.955
10195,22.25
10196,8.232000000000001
10197,8.522
10198,3.414
10199,2.19
10200,-0.162
10201,-0.118
10202,1.016
10203,3.557
10204,7.377000000000002
10205,7.862
10206,5.371
10207,11.148
10208,10.682
10209,3.98
10210,3.156
10211,3.531
10212,19.274
10213,10.357
10214,2.83
10215,0.141
10216,9.25
10217,14.965
10218,13.943
10219,11.408
10220,11.652
10221,11.75
10222,17.107
10223,17.243
10224,19.026
10225,21.537
10226,23.232
10227,21.721
10228,19.121
10229,17.003
10230,18.362
10231,21.382
10232,20.371
10233,12.453
10234,13.369000000000002
10235,9.777
10236,6.181
10237,3.856
10238,3.909
10239,0.677
10240,18.605
10241,11.088
10242,1.6369999999999998
10243,-0.18
10244,-0.057
10245,1.822
10246,5.351
10247,5.962999999999999
10248,3.688
10249,8.174
10250,11.818
10251,23.482
10252,22.674
10253,8.609
10254,1.527
10255,-0.1639999999999999
10256,-0.234
10257,-0.173
10258,-0.204
10259,-0.178
10260,-0.182
10261,-0.2
10262,-0.15
10263,1.928
10264,2.442
10265,5.0310000000000015
10266,5.525
10267,8.166
10268,10.558
10269,8.03
10270,6.306
10271,5.896
10272,4.1960000000000015
10273,4.997
10274,5.275
10275,5.886
10276,6.621
10277,7.176
10278,11.505
10279,10.421
10280,11.329
10281,12.421
10282,15.366
10283,12.368
10284,8.675
10285,8.847999999999997
10286,8.147
10287,11.032
10288,10.514
10289,12.325
10290,14.046
10291,13.76
10292,16.377
10293,23.331
10294,24.678
10295,34.294000000000004
10296,28.229
10297,16.932000000000002
10298,22.879
10299,30.432
10300,33.211
10301,42.081
10302,32.039
10303,19.357
10304,17.512
10305,16.615
10306,19.992
10307,32.176
10308,32.976
10309,36.382
10310,42.414
10311,45.316
10312,40.959
10313,44.834
10314,42.25
10315,46.417
10316,45.282
10317,47.63800000000001
10318,41.93600000000001
10319,40.043
10320,37.782
10321,42.87300000000001
10322,41.004
10323,41.346
10324,34.586
10325,32.448
10326,26.737
10327,30.752
10328,21.947
10329,21.276
10330,16.273
10331,17.229
10332,12.128
10333,11.178
10334,4.917
10335,5.397
10336,2.346
10337,2.467
10338,3.494
10339,1.5490000000000002
10340,1.496
10341,1.257
10342,0.564
10343,0.15
10344,0.407
10345,1.324
10346,3.3080000000000003
10347,3.854
10348,4.831
10349,6.546
10350,11.934
10351,15.993
10352,7.737999999999999
10353,1.43
10354,0.638
10355,1.279
10356,0.415
10357,-0.083
10358,-0.252
10359,-0.249
10360,-0.189
10361,-0.019
10362,0.063
10363,-0.219
10364,-0.043
10365,0.31
10366,0.148
10367,-0.152
