,0.525486
1874,0.66313
1875,0.661813
1876,0.659413
1877,0.658545
1878,0.658762
1879,0.654236
1880,0.660502
1881,0.660502
1882,0.657678
1883,0.655523
1884,0.653808
1885,0.653381
1886,0.651466
1887,0.652316
1888,0.648088
1889,0.64612
1890,0.641026
1891,0.64288
1892,0.652742
1893,0.650195
1894,0.647878
1895,0.645369
1896,0.645995
1897,0.64288
1898,0.637959
1899,0.633714
1900,0.629327
1901,0.635122
1902,0.632511
1903,0.633834
1904,0.63593
1905,0.633312
1906,0.632511
1907,0.635526
1908,0.647459
1909,0.640615
1910,0.636537
1911,0.635324
1912,0.63674
1913,0.63593
1914,0.632911
1915,0.633513
1916,0.631114
1917,0.631712
1918,0.628931
1919,0.62422
1920,0.624415
1921,0.632311
1922,0.628141
1923,0.626174
1924,0.626174
1925,0.626959
1926,0.62461
1927,0.621697
1928,0.619771
1929,0.619579
1930,0.618429
1931,0.61862
1932,0.615006
1933,0.617475
1934,0.61237
1935,0.603136
1936,0.59453
1937,0.586166
1938,0.594177
1939,0.599161
1940,0.598265
1941,0.596837
1942,0.597907
1943,0.59952
1944,0.597729
1945,0.598802
1946,0.596303
1947,0.59312
1948,0.588408
1949,0.581058
1950,0.568505
1951,0.575043
1952,0.560538
1953,0.563698
1954,0.556793
1955,0.564334
1956,0.574053
1957,0.567215
1958,0.576701
1959,0.570776
1960,0.570125
1961,0.567537
1962,0.565291
1963,0.570125
1964,0.581395
1965,0.581564
1966,0.57971
1967,0.58292
1968,0.585138
1969,0.595238
1970,0.593472
1971,0.601323
1972,0.605327
1973,0.602954
1974,0.614251
1975,0.616713
1976,0.604778
1977,0.602047
1978,0.600601
1979,0.607165
1980,0.613874
1981,0.606796
1982,0.604595
1983,0.612182
1984,0.611808
1985,0.615764
1986,0.617284
1987,0.619579
1988,0.610128
1989,0.609385
1990,0.605694
1991,0.605877
1992,0.604047
1993,0.609013
1994,0.61106
1995,0.616523
1996,0.625782
1997,0.623053
1998,0.621311
1999,0.622278
2000,0.620347
2001,0.623247
2002,0.62422
2003,0.620733
2004,0.625
2005,0.625391
2006,0.628931
2007,0.622278
2008,0.618812
2009,0.616333
2010,0.615195
2011,0.612933
2012,0.617665
2013,0.621504
2014,0.62383
2015,0.626959
2016,0.630517
2017,0.628141
2018,0.627353
2019,0.625782
2020,0.62383
2021,0.624025
2022,0.62422
2023,0.626566
2024,0.629802
2025,0.628536
2026,0.628536
2027,0.625
2028,0.627943
2029,0.629525
2030,0.630915
2031,0.631313
2032,0.632511
2033,0.630915
2034,0.619579
2035,0.614439
2036,0.617665
2037,0.615195
2038,0.607533
2039,0.602591
2040,0.604047
2041,0.60698
2042,0.604961
2043,0.604961
2044,0.606061
2045,0.610874
2046,0.610501
2047,0.60423
2048,0.60006
2049,0.596837
2050,0.596837
2051,0.589275
2052,0.595238
2053,0.597015
2054,0.592768
2055,0.587372
2056,0.583942
2057,0.583499
2058,0.573066
2059,0.573066
2060,0.572574
2061,0.570939
2062,0.575871
2063,0.598623
2064,0.597015
2065,0.622278
2066,0.605327
2067,0.605327
2068,0.60241
2069,0.599341
2070,0.591191
2071,0.582072
2072,0.593824
2073,0.591716
2074,0.58651
2075,0.587544
2076,0.58326
2077,0.590842
2078,0.585309
2079,0.582072
2080,0.578536
2081,0.581903
2082,0.592242
2083,0.589275
2084,0.592417
2085,0.584795
2086,0.588235
2087,0.584795
2088,0.584624
2089,0.584112
2090,0.584454
2091,0.581058
2092,0.585309
2093,0.582411
2094,0.582411
2095,0.578704
2096,0.577034
2097,0.578704
2098,0.57971
2099,0.573723
2100,0.570613
2101,0.568666
2102,0.567666
2103,0.570613
2104,0.571919
2105,0.569152
2106,0.566893
2107,0.566412
2108,0.569152
2109,0.571102
2110,0.565771
2111,0.565931
2112,0.563539
2113,0.563698
2114,0.565291
2115,0.56338
2116,0.56338
2117,0.581734
2118,0.574053
2119,0.569476
2120,0.571102
2121,0.579374
2122,0.573888
2123,0.578035
2124,0.577201
2125,0.579542
2126,0.579206
2127,0.580046
2128,0.580383
2129,0.576369
2130,0.577034
2131,0.578035
2132,0.583942
2133,0.591366
2134,0.58997
2135,0.596837
2136,0.592347
2137,0.591611
2138,0.592768
2139,0.595593
2140,0.595948
2141,0.605144
2142,0.607533
2143,0.607533
2144,0.612933
2145,0.619579
2146,0.619195
2147,0.617475
2148,0.617475
2149,0.614817
2150,0.618812
2151,0.616903
2152,0.616143
2153,0.614817
2154,0.613346
2155,0.615764
2156,0.616523
2157,0.614628
2158,0.615574
2159,0.616903
2160,0.615764
2161,0.616523
2162,0.610501
2163,0.602954
2164,0.603682
2165,0.603865
2166,0.604412
2167,0.613121
2168,0.612182
2169,0.612933
2170,0.615574
2171,0.613874
2172,0.61106
2173,0.610874
2174,0.609756
2175,0.606244
2176,0.606061
2177,0.607718
2178,0.607165
2179,0.607533
2180,0.602954
2181,0.602954
2182,0.603318
2183,0.606428
2184,0.607165
2185,0.606061
2186,0.608199
2187,0.606061
2188,0.60698
2189,0.606612
2190,0.606907
2191,0.605694
2192,0.605327
2193,0.604778
2194,0.6035
2195,0.6035
2196,0.603682
2197,0.603318
2198,0.605694
2199,0.603268
2200,0.599125
2201,0.596348
2202,0.598683
2203,0.595851
2204,0.597693
2205,0.596067
2206,0.592101
2207,0.594567
2208,0.595441
2209,0.59451
2210,0.59441
2211,0.595638
2212,0.597894
2213,0.594999
2214,0.592604
2215,0.594257
2216,0.592132
2217,0.592003
2218,0.592117
2219,0.591495
2220,0.5931
2221,0.593355
2222,0.591792
2223,0.592902
2224,0.591503
2225,0.591076
2226,0.591267
2227,0.592239
2228,0.590952
2229,0.590504
2230,0.589136
2231,0.589185
2232,0.588087
2233,0.586278
2234,0.584171
2235,0.58075
2236,0.580025
2237,0.579609
2238,0.580185
2239,0.579994
2240,0.576444
2241,0.576706
2242,0.576591
2243,0.578402
2244,0.57864
2245,0.577901
2246,0.578206
2247,0.575501
2248,0.576701
2249,0.582441
2250,0.580861
2251,0.579436
2252,0.579673
2253,0.580284
2254,0.578253
2255,0.57751
2256,0.579994
2257,0.578716
2258,0.577505
2259,0.576746
2260,0.57709
2261,0.578963
2262,0.578214
2263,0.576369
2264,0.576661
2265,0.576657
2266,0.578147
2267,0.576888
2268,0.580876
2269,0.582174
2270,0.590893
2271,0.591285
2272,0.585952
2273,0.586114
2274,0.584899
2275,0.583246
2276,0.585513
2277,0.585216
2278,0.589306
2279,0.588139
2280,0.588856
2281,0.589977
2282,0.589883
2283,0.587126
2284,0.586207
2285,0.587983
2286,0.587993
2287,0.589161
2288,0.588921
2289,0.589355
2290,0.588308
2291,0.585859
2292,0.584035
2293,0.584521
2294,0.584463
2295,0.580681
2296,0.580773
2297,0.581022
2298,0.581026
2299,0.578284
2300,0.577823
2301,0.579667
2302,0.578947
2303,0.580007
2304,0.579551
2305,0.579338
2306,0.579078
2307,0.579631
2308,0.584097
2309,0.584127
2310,0.582979
2311,0.584546
2312,0.583684
2313,0.584956
2314,0.586769
2315,0.587859
2316,0.584801
2317,0.585489
2318,0.588727
2319,0.587862
2320,0.587554
2321,0.587358
2322,0.586668
2323,0.587126
2324,0.587275
2325,0.589115
2326,0.589203
2327,0.589219
2328,0.589514
2329,0.588482
2330,0.588821
2331,0.588183
2332,0.588322
2333,0.58817
2334,0.588672
2335,0.586445
2336,0.586744
2337,0.587364
2338,0.589355
2339,0.588482
2340,0.588966
2341,0.594179
2342,0.592413
2343,0.595797
2344,0.591924
2345,0.593637
2346,0.594291
2347,0.596792
2348,0.597097
2349,0.600336
2350,0.599665
2351,0.60036
2352,0.59762
2353,0.597203
2354,0.596338
2355,0.598408
2356,0.594682
2357,0.597431
2358,0.596483
2359,0.596683
2360,0.594768
2361,0.591506
2362,0.59153
2363,0.591156
2364,0.592487
2365,0.592902
2366,0.594205
2367,0.594616
2368,0.593388
2369,0.592016
2370,0.591361
2371,0.590075
2372,0.592948
2373,0.59215
2374,0.593587
2375,0.592527
2376,0.592101
2377,0.591068
2378,0.59051
2379,0.589143
2380,0.588138
2381,0.585236
2382,0.582144
2383,0.585064
2384,0.586563
2385,0.58344
2386,0.585379
2387,0.588353
2388,0.590198
2389,0.592492
2390,0.597611
2391,0.595793
2392,0.595023
2393,0.594127
2394,0.596044
2395,0.593459
2396,0.595071
2397,0.596598
2398,0.596993
2399,0.597407
2400,0.597504
2401,0.598658
2402,0.600481
2403,0.602022
2404,0.600277
2405,0.597906
2406,0.59982
2407,0.601395
2408,0.60286
2409,0.600493
2410,0.598491
2411,0.600096
2412,0.598277
2413,0.598982
2414,0.598527
2415,0.596764
2416,0.600012
2417,0.600733
2418,0.598718
2419,0.599005
2420,0.598348
2421,0.599257
2422,0.599114
2423,0.599041
2424,0.60006
2425,0.598205
2426,0.598385
2427,0.595013
2428,0.594648
2429,0.595182
2430,0.592729
2431,0.59424
2432,0.594977
2433,0.595922
2434,0.595262
2435,0.596223
2436,0.597041
2437,0.596388
2438,0.595084
2439,0.596337
2440,0.596776
2441,0.597121
2442,0.599102
2443,0.598623
2444,0.600096
2445,0.598169
2446,0.598718
2447,0.600901
2448,0.600024
2449,0.6006
2450,0.604973
2451,0.604167
2452,0.600312
2453,0.602082
2454,0.601987
2455,0.599413
2456,0.599245
2457,0.598838
2458,0.596848
2459,0.597635
2460,0.598195
2461,0.596099
2462,0.596563
2463,0.596718
2464,0.594852
2465,0.593216
2466,0.590488
2467,0.591743
2468,0.585847
2469,0.587779
2470,0.589115
2471,0.58864
2472,0.59
2473,0.591436
2474,0.590405
2475,0.58928
2476,0.591686
2477,0.591288
2478,0.590113
2479,0.589497
2480,0.589408
2481,0.586561
2482,0.586201
2483,0.58699
2484,0.585956
2485,0.584899
2486,0.583324
2487,0.583265
2488,0.584678
2489,0.584971
2490,0.58185
2491,0.58022
2492,0.582683
2493,0.579891
2494,0.579561
2495,0.581275
2496,0.581602
2497,0.58547
2498,0.587375
2499,0.585119
2500,0.586033
2501,0.583538
2502,0.58327
2503,0.583562
2504,0.582465
2505,0.582305
2506,0.583893
2507,0.583747
2508,0.584473
2509,0.583037
2510,0.58276
2511,0.582979
2512,0.581908
2513,0.581932
2514,0.582518
2515,0.582532
2516,0.581545
2517,0.583703
2518,0.583722
2519,0.581918
2520,0.582063
2521,0.582063
2522,0.583086
2523,0.585876
2524,0.586108
2525,0.58828
2526,0.588267
2527,0.588984
2528,0.590027
2529,0.587831
2530,0.587424
2531,0.586986
2532,0.585995
2533,0.587055
2534,0.585075
2535,0.582799
2536,0.581694
2537,0.580885
2538,0.580656
2539,0.58049
2540,0.579912
2541,0.577971
2542,0.579667
2543,0.579667
2544,0.578588
2545,0.578652
2546,0.578147
2547,0.577101
2548,0.578138
2549,0.579066
2550,0.577409
2551,0.575871
2552,0.577067
2553,0.577476
2554,0.576701
2555,0.576874
2556,0.577025
2557,0.57789
2558,0.579091
2559,0.581685
2560,0.580334
2561,0.580456
2562,0.581686
2563,0.579863
2564,0.580441
2565,0.581039
2566,0.580767
2567,0.580952
2568,0.579436
2569,0.577743
2570,0.577027
2571,0.577092
2572,0.576327
2573,0.577201
2574,0.576537
2575,0.577016
2576,0.576072
2577,0.576759
2578,0.578253
2579,0.577534
2580,0.577389
2581,0.575993
2582,0.57621
2583,0.575922
2584,0.575499
2585,0.573988
2586,0.574268
2587,0.574375
2588,0.574621
2589,0.572533
2590,0.57241
2591,0.573288
2592,0.572803
2593,0.573065
2594,0.57346
2595,0.573017
2596,0.57351
2597,0.576983
2598,0.577374
2599,0.577489
2600,0.577079
2601,0.57853
2602,0.579429
2603,0.581386
2604,0.579213
2605,0.579798
2606,0.580831
2607,0.583071
2608,0.583766
2609,0.583548
2610,0.581168
2611,0.581951
2612,0.582804
2613,0.581957
2614,0.582702
2615,0.583586
2616,0.58185
2617,0.581289
2618,0.581284
2619,0.582363
2620,0.580874
2621,0.580821
2622,0.581957
2623,0.581052
2624,0.580598
2625,0.578856
2626,0.578868
2627,0.577941
2628,0.577156
2629,0.575813
2630,0.574045
2631,0.574275
2632,0.57505
2633,0.574118
2634,0.572696
2635,0.573295
2636,0.573025
2637,0.573394
2638,0.571797
2639,0.572508
2640,0.574291
2641,0.574292
2642,0.573559
2643,0.574449
2644,0.574779
2645,0.57323
2646,0.571951
2647,0.571821
2648,0.572181
2649,0.571608
2650,0.571412
2651,0.571837
2652,0.570109
2653,0.569784
2654,0.570711
2655,0.570109
2656,0.569509
2657,0.571021
2658,0.571037
2659,0.569573
2660,0.570711
2661,0.570369
2662,0.570125
2663,0.569801
2664,0.570597
2665,0.569476
2666,0.570695
2667,0.57397
2668,0.575258
2669,0.577968
2670,0.575689
2671,0.57544
2672,0.574317
2673,0.575043
2674,0.573872
2675,0.573263
2676,0.572869
2677,0.571135
2678,0.57138
2679,0.569233
2680,0.569703
2681,0.56993
2682,0.56946
2683,0.56844
2684,0.569168
2685,0.570272
2686,0.569282
2687,0.569152
2688,0.571951
2689,0.571478
2690,0.572738
2691,0.574614
2692,0.576103
2693,0.575622
2694,0.576868
2695,0.576984
2696,0.575341
2697,0.575473
2698,0.576735
2699,0.5743
2700,0.576618
2701,0.576618
2702,0.577968
2703,0.57867
2704,0.579794
2705,0.579257
2706,0.577401
2707,0.577467
2708,0.576984
2709,0.576984
2710,0.576203
2711,0.57857
2712,0.576918
2713,0.576635
2714,0.577918
2715,0.577334
2716,0.576851
2717,0.576701
2718,0.576768
2719,0.576004
2720,0.57617
2721,0.576918
2722,0.575424
2723,0.575821
2724,0.576369
2725,0.574333
2726,0.574284
2727,0.574383
2728,0.572672
2729,0.573855
2730,0.572361
2731,0.573855
2732,0.57435
2733,0.575689
2734,0.574828
2735,0.574663
2736,0.572639
2737,0.572623
2738,0.57282
2739,0.572623
2740,0.573033
2741,0.573066
2742,0.572984
2743,0.575506
2744,0.575755
2745,0.57463
2746,0.573312
2747,0.573148
2748,0.573115
2749,0.573477
2750,0.574449
2751,0.573872
2752,0.572803
2753,0.572279
2754,0.570581
2755,0.569866
2756,0.569055
2757,0.569201
2758,0.569217
2759,0.567891
2760,0.568586
2761,0.568246
2762,0.565467
2763,0.562715
2764,0.565323
2765,0.565036
2766,0.563079
2767,0.559268
2768,0.560994
2769,0.559143
2770,0.557864
2771,0.557072
2772,0.55537
2773,0.554093
2774,0.550858
2775,0.551298
2776,0.550964
2777,0.553036
2778,0.550555
2779,0.550555
2780,0.55101
2781,0.55457
2782,0.555694
2783,0.554017
2784,0.552196
2785,0.552837
2786,0.553863
2787,0.555772
2788,0.553419
2789,0.553419
2790,0.553449
2791,0.551618
2792,0.550116
2793,0.55007
2794,0.549677
2795,0.549149
2796,0.5518
2797,0.550373
2798,0.549707
2799,0.548802
2800,0.547885
2801,0.549058
2802,0.548366
2803,0.550539
2804,0.551739
2805,0.549345
2806,0.550418
2807,0.551907
2808,0.554232
2809,0.551648
2810,0.552257
2811,0.552593
2812,0.555247
2813,0.555432
2814,0.552746
2815,0.551876
2816,0.552822
2817,0.55244
2818,0.552639
2819,0.551557
2820,0.551222
2821,0.551953
2822,0.551815
2823,0.553021
2824,0.552792
2825,0.551374
2826,0.550737
2827,0.550691
2828,0.55104
2829,0.550358
2830,0.550312
2831,0.550358
2832,0.549224
2833,0.548742
2834,0.549073
2835,0.549753
2836,0.549858
2837,0.548893
2838,0.548576
2839,0.548682
2840,0.548802
2841,0.548622
2842,0.548396
2843,0.54784
2844,0.54766
2845,0.547121
2846,0.544944
2847,0.544974
2848,0.545331
2849,0.54484
2850,0.544603
2851,0.545494
2852,0.546523
2853,0.548186
2854,0.54766
2855,0.550176
2856,0.550373
2857,0.554831
2858,0.557336
2859,0.553741
2860,0.554585
2861,0.554816
2862,0.561672
2863,0.562825
2864,0.561309
2865,0.562129
2866,0.562572
2867,0.566813
2868,0.568246
2869,0.569103
2870,0.569265
2871,0.572984
2872,0.572377
2873,0.570679
2874,0.568877
2875,0.570776
2876,0.570125
2877,0.569979
2878,0.572459
2879,0.572197
2880,0.57089
2881,0.571804
2882,0.572672
2883,0.57468
2884,0.574399
2885,0.572197
2886,0.571184
2887,0.571429
2888,0.572738
2889,0.571396
2890,0.575374
2891,0.575457
2892,0.577284
2893,0.576951
2894,0.576984
2895,0.574548
2896,0.575457
2897,0.572951
2898,0.564892
2899,0.564302
2900,0.565851
2901,0.566813
2902,0.56646
2903,0.565307
2904,0.562351
2905,0.562746
2906,0.562287
2907,0.559362
2908,0.557072
2909,0.554739
2910,0.551511
2911,0.550131
2912,0.550312
2913,0.552501
2914,0.550464
2915,0.550721
2916,0.549753
2917,0.548712
2918,0.546926
2919,0.54784
2920,0.5473
2921,0.548546
2922,0.54727
2923,0.546852
2924,0.548381
2925,0.548652
2926,0.548441
2927,0.54933
2928,0.550131
2929,0.551815
2930,0.551709
2931,0.548697
2932,0.54757
2933,0.548035
2934,0.545852
2935,0.54484
2936,0.542667
2937,0.544736
2938,0.544425
2939,0.544514
2940,0.543907
2941,0.545346
2942,0.54539
2943,0.545792
2944,0.545464
2945,0.546001
2946,0.543892
2947,0.544677
2948,0.545167
2949,0.546732
2950,0.545479
2951,0.545643
2952,0.545673
2953,0.546448
2954,0.546299
2955,0.544381
2956,0.544247
2957,0.544573
2958,0.545881
2959,0.544218
2960,0.544514
2961,0.542594
2962,0.5437
2963,0.539142
2964,0.54019
2965,0.541565
2966,0.539884
2967,0.540789
2968,0.542446
2969,0.542094
2970,0.540906
2971,0.540599
2972,0.5428
2973,0.541932
2974,0.54539
2975,0.547555
2976,0.545554
2977,0.545405
2978,0.545316
2979,0.545539
2980,0.543331
2981,0.543774
2982,0.543774
2983,0.543434
2984,0.545494
2985,0.545019
2986,0.544989
2987,0.544618
2988,0.544144
2989,0.545643
2990,0.543493
2991,0.544366
2992,0.546209
2993,0.545108
2994,0.546314
2995,0.546807
2996,0.546269
2997,0.550206
2998,0.548095
2999,0.548095
3000,0.546642
3001,0.546852
3002,0.546852
3003,0.546105
3004,0.54609
3005,0.545256
3006,0.547645
3007,0.546075
3008,0.545405
3009,0.547405
3010,0.548035
3011,0.547975
3012,0.550237
3013,0.548862
3014,0.549647
3015,0.548817
3016,0.547765
3017,0.548878
3018,0.547345
3019,0.547016
3020,0.547256
3021,0.547106
3022,0.545479
3023,0.543596
3024,0.540657
3025,0.542211
3026,0.542358
3027,0.541624
3028,0.540921
3029,0.541506
3030,0.542947
3031,0.542741
3032,0.544989
3033,0.544885
3034,0.544603
3035,0.544915
3036,0.544366
3037,0.544544
3038,0.544514
3039,0.54536
3040,0.546822
3041,0.548306
3042,0.549089
3043,0.550721
3044,0.549813
3045,0.551207
3046,0.552578
3047,0.554324
3048,0.552578
3049,0.551025
3050,0.553817
3051,0.552029
3052,0.554109
3053,0.55571
3054,0.553174
3055,0.552395
3056,0.5527
3057,0.553986
3058,0.5548
3059,0.552883
3060,0.553894
3061,0.554001
3062,0.55701
3063,0.563746
3064,0.558628
3065,0.557724
3066,0.554939
3067,0.555895
3068,0.556019
3069,0.557522
3070,0.559566
3071,0.559441
3072,0.560036
3073,0.559722
3074,0.557802
3075,0.556793
3076,0.558285
3077,0.557771
3078,0.558581
3079,0.55966
3080,0.559942
3081,0.559237
3082,0.558972
3083,0.557849
3084,0.560255
3085,0.562193
3086,0.564493
3087,0.565547
3088,0.565451
3089,0.565771
3090,0.565931
3091,0.565787
3092,0.565243
3093,0.565451
3094,0.565531
3095,0.565099
3096,0.567924
3097,0.569476
3098,0.571102
3099,0.571494
3100,0.573132
3101,0.575175
3102,0.574878
3103,0.574696
3104,0.577101
3105,0.576602
3106,0.573888
3107,0.574185
3108,0.573888
3109,0.566926
3110,0.566733
3111,0.566926
3112,0.569055
3113,0.571004
3114,0.569152
3115,0.564876
3116,0.567054
3117,0.564557
3118,0.566893
3119,0.568473
3120,0.569103
3121,0.572148
3122,0.572574
3123,0.572246
3124,0.57107
3125,0.571755
3126,0.571608
3127,0.56912
3128,0.568666
3129,0.568666
3130,0.572393
3131,0.570972
3132,0.571298
3133,0.571657
3134,0.571576
3135,0.572902
3136,0.57223
3137,0.57241
3138,0.571902
3139,0.569022
3140,0.568537
3141,0.56802
3142,0.564334
3143,0.561703
3144,0.563698
3145,0.563857
3146,0.564876
3147,0.561482
3148,0.561388
3149,0.562177
3150,0.560538
3151,0.561262
3152,0.562525
3153,0.562825
3154,0.559534
3155,0.560538
3156,0.56101
3157,0.560852
3158,0.558191
3159,0.559394
3160,0.559691
3161,0.557662
3162,0.560695
3163,0.555062
3164,0.554508
3165,0.558503
3166,0.559785
3167,0.560193
3168,0.560036
3169,0.561419
3170,0.561798
3171,0.56338
3172,0.563539
3173,0.565259
3174,0.564398
3175,0.567537
3176,0.568764
3177,0.566829
3178,0.567312
3179,0.568634
3180,0.568634
3181,0.567215
3182,0.565931
3183,0.567795
3184,0.567408
3185,0.567601
3186,0.565675
3187,0.565195
3188,0.565195
3189,0.565227
3190,0.564239
3191,0.566765
3192,0.566348
3193,0.567537
3194,0.565867
3195,0.56427
3196,0.564908
3197,0.564653
3198,0.563
3199,0.566316
3200,0.567408
3201,0.568182
3202,0.572246
3203,0.571984
3204,0.572279
3205,0.573345
3206,0.575308
3207,0.575457
3208,0.576319
3209,0.57346
3210,0.574614
3211,0.574911
3212,0.573921
3213,0.576136
3214,0.574878
3215,0.575606
3216,0.575805
3217,0.577701
3218,0.576735
3219,0.577417
3220,0.576934
3221,0.576701
3222,0.577284
3223,0.577884
3224,0.576851
3225,0.577868
3226,0.575225
3227,0.574911
3228,0.574086
3229,0.57549
3230,0.574185
3231,0.574713
3232,0.572918
3233,0.568893
3234,0.570483
3235,0.568602
3236,0.570255
3237,0.569606
3238,0.569282
3239,0.571363
3240,0.571102
3241,0.573378
3242,0.573987
3243,0.575225
3244,0.577117
3245,0.576302
3246,0.575573
3247,0.575921
3248,0.576153
3249,0.577167
3250,0.57607
3251,0.57612
3252,0.575209
3253,0.570581
3254,0.566476
3255,0.564239
3256,0.566011
3257,0.566428
3258,0.565771
3259,0.566316
3260,0.566958
3261,0.565451
3262,0.564621
3263,0.562272
3264,0.561514
3265,0.560931
3266,0.563253
3267,0.561199
3268,0.561766
3269,0.561325
3270,0.565931
3271,0.563
3272,0.560491
3273,0.563539
3274,0.564016
3275,0.571527
3276,0.572967
3277,0.575374
3278,0.574548
3279,0.57549
3280,0.577167
3281,0.576868
3282,0.579609
3283,0.581564
3284,0.579357
3285,0.578369
3286,0.58008
3287,0.579039
3288,0.580552
3289,0.580349
3290,0.580349
3291,0.581362
3292,0.576203
3293,0.579206
3294,0.577234
3295,0.576469
3296,0.578135
3297,0.579039
3298,0.579609
3299,0.582072
3300,0.579962
3301,0.577951
3302,0.576834
3303,0.575308
3304,0.577951
3305,0.578871
3306,0.579039
3307,0.577768
3308,0.578001
3309,0.575656
3310,0.574779
3311,0.57169
3312,0.569752
3313,0.569557
3314,0.56794
3315,0.569265
3316,0.572082
3317,0.571216
3318,0.571216
3319,0.569655
3320,0.572836
3321,0.569768
3322,0.56844
3323,0.569136
3324,0.567376
3325,0.568085
3326,0.569152
3327,0.569184
3328,0.570255
3329,0.571919
3330,0.572639
3331,0.571298
3332,0.569801
3333,0.569233
3334,0.568343
3335,0.568085
3336,0.56802
3337,0.566958
3338,0.566926
3339,0.569249
3340,0.569022
3341,0.569801
3342,0.570028
3343,0.571919
3344,0.571396
3345,0.571429
3346,0.572246
3347,0.574548
3348,0.575374
3349,0.570174
3350,0.5712
3351,0.570174
3352,0.570499
3353,0.570499
3354,0.570353
3355,0.569395
3356,0.569898
3357,0.570369
3358,0.568634
3359,0.571396
3360,0.571102
3361,0.570125
3362,0.577201
3363,0.577768
3364,0.577968
3365,0.578469
3366,0.579072
3367,0.57971
3368,0.581125
3369,0.580383
3370,0.580636
3371,0.580467
3372,0.575407
3373,0.574713
3374,0.575606
3375,0.57554
3376,0.572902
3377,0.574614
3378,0.573493
3379,0.574152
3380,0.573017
3381,0.573033
3382,0.575705
3383,0.577001
3384,0.574927
3385,0.572935
3386,0.573789
3387,0.574548
3388,0.574185
3389,0.574779
3390,0.576784
3391,0.576469
3392,0.577667
3393,0.579878
3394,0.581547
3395,0.580248
3396,0.581801
3397,0.583976
3398,0.581632
3399,0.580316
3400,0.581024
3401,0.579945
3402,0.580501
3403,0.579794
3404,0.58003
3405,0.58003
3406,0.583158
3407,0.581818
3408,0.584283
3409,0.583942
3410,0.583124
3411,0.582547
3412,0.584027
3413,0.585069
3414,0.585926
3415,0.585035
3416,0.585377
3417,0.585652
3418,0.585086
3419,0.585532
3420,0.587561
3421,0.58827
3422,0.58827
3423,0.58898
3424,0.588945
3425,0.589866
3426,0.591226
3427,0.591174
3428,0.590023
3429,0.58997
3430,0.588547
3431,0.58763
3432,0.58584
3433,0.589136
3434,0.591017
3435,0.590458
3436,0.590354
3437,0.589136
3438,0.586923
3439,0.590214
3440,0.590284
3441,0.590877
3442,0.593542
3443,0.596605
3444,0.598552
3445,0.597336
3446,0.598015
3447,0.597336
3448,0.5973
3449,0.59577
3450,0.593683
3451,0.589431
3452,0.592066
3453,0.590214
3454,0.587165
3455,0.58898
3456,0.587699
3457,0.585446
3458,0.584232
3459,0.582717
3460,0.581903
3461,0.586786
3462,0.585686
3463,0.58471
3464,0.582581
3465,0.585995
3466,0.587372
3467,0.58846
3468,0.591716
3469,0.591191
3470,0.592136
3471,0.591733
3472,0.591821
3473,0.593401
3474,0.594001
3475,0.594001
3476,0.598301
3477,0.597997
3478,0.595026
3479,0.594177
3480,0.60051
3481,0.597907
3482,0.594813
3483,0.595912
3484,0.594972
3485,0.595026
3486,0.594036
3487,0.591366
3488,0.589588
3489,0.589692
3490,0.588305
3491,0.586958
3492,0.590528
3493,0.592979
3494,0.591331
3495,0.591156
3496,0.580619
3497,0.581531
3498,0.581395
3499,0.579005
3500,0.578955
3501,0.579408
3502,0.579139
3503,0.582649
3504,0.583431
3505,0.582683
3506,0.583976
3507,0.584095
3508,0.586166
3509,0.588998
3510,0.586029
3511,0.584864
3512,0.584693
3513,0.587027
3514,0.586029
3515,0.583465
3516,0.583805
3517,0.581971
3518,0.583771
3519,0.581598
3520,0.582276
3521,0.58214
3522,0.580956
3523,0.58045
3524,0.581531
3525,0.58401
3526,0.585497
3527,0.584454
3528,0.583022
3529,0.581971
3530,0.583124
3531,0.584351
3532,0.582513
3533,0.582751
3534,0.585583
3535,0.585823
3536,0.587648
3537,0.589727
3538,0.588616
3539,0.587303
3540,0.585823
3541,0.588235
3542,0.588235
3543,0.586029
3544,0.582819
3545,0.581937
3546,0.579845
3547,0.580552
3548,0.579509
3549,0.578905
3550,0.579609
3551,0.581767
3552,0.582479
3553,0.582479
3554,0.580889
3555,0.580551
3556,0.580046
3557,0.58214
3558,0.582751
3559,0.582768
3560,0.584044
3561,0.58309
3562,0.584044
3563,0.583431
3564,0.583771
3565,0.583771
3566,0.585138
3567,0.583942
3568,0.58483
3569,0.583942
3570,0.583839
3571,0.58326
3572,0.583294
3573,0.583294
3574,0.584624
3575,0.586579
3576,0.587061
3577,0.587061
3578,0.587579
3579,0.58827
3580,0.58827
3581,0.588928
3582,0.589206
3583,0.590615
3584,0.591821
3585,0.591121
3586,0.592207
3587,0.591751
3588,0.591716
3589,0.592101
3590,0.590772
3591,0.590179
3592,0.591681
3593,0.590807
3594,0.589449
3595,0.591401
3596,0.589449
3597,0.591401
3598,0.593331
3599,0.593401
3600,0.593401
3601,0.593754
3602,0.594849
3603,0.593331
3604,0.593296
3605,0.594036
3606,0.595841
3607,0.595841
3608,0.597443
3609,0.597889
3610,0.597693
3611,0.600168
3612,0.600853
3613,0.601323
3614,0.601034
3615,0.601214
3616,0.600601
3617,0.600601
3618,0.599952
3619,0.599916
3620,0.600348
3621,0.604157
3622,0.604412
