,0.000000000000000000e+00.136
10802,0.0
10803,0.0
10804,0.0
10805,0.0
10806,0.0
10807,0.0
10808,0.0
10809,0.0
10810,0.0
10811,0.0
10812,0.0
10813,0.0
10814,0.0
10815,0.0
10816,0.0
10817,0.0
10818,0.0
10819,0.0
10820,0.0
10821,0.0
10822,0.0
10823,0.0
10824,0.0
10825,0.0
10826,0.0
10827,0.0
10828,0.0
10829,0.0
10830,0.0
10831,0.0
10832,0.0
10833,0.0
10834,0.0
10835,0.0
10836,0.0
10837,0.05
10838,0.4499999999999999
10839,2.15
10840,2.4000000000000004
10841,3.6
10842,3.8
10843,1.45
10844,6.1
10845,8.2
10846,11.649999999999999
10847,15.05
10848,13.25
10849,8.45
10850,16.8
10851,28.0
10852,29.75
10853,27.95
10854,18.35
10855,25.1
10856,25.7
10857,26.5
10858,25.85
10859,26.25
10860,25.7
10861,25.0
10862,27.25
10863,26.25
10864,27.0
10865,26.4
10866,26.95
10867,38.45
10868,39.05
10869,39.4
10870,39.849999999999994
10871,40.2
10872,40.4
10873,39.55
10874,39.25
10875,39.1
10876,37.900000000000006
10877,37.099999999999994
10878,36.65
10879,36.25
10880,35.5
10881,34.400000000000006
10882,32.75
10883,31.85
10884,31.549999999999997
10885,30.95
10886,29.549999999999997
10887,28.5
10888,27.3
10889,25.549999999999997
10890,24.15
10891,22.55
10892,20.799999999999997
10893,18.95
10894,17.0
10895,15.0
10896,12.85
10897,11.0
10898,9.149999999999999
10899,7.3
10900,5.550000000000001
10901,2.65
10902,0.6
10903,0.05
10904,0.0
10905,0.0
10906,0.0
10907,0.0
10908,0.0
10909,0.0
10910,0.0
10911,0.0
10912,0.0
10913,0.0
10914,0.0
10915,0.0
10916,0.0
10917,0.0
10918,0.0
10919,0.0
10920,0.0
10921,0.0
10922,0.0
10923,0.0
10924,0.0
10925,0.0
10926,0.0
10927,0.0
10928,0.0
10929,0.0
10930,0.0
10931,0.0
10932,0.0
10933,0.0
10934,0.0
10935,0.0
10936,0.0
10937,0.0
10938,0.0
10939,0.0
10940,0.0
10941,0.0
10942,0.0
10943,0.0
10944,0.0
10945,0.0
10946,0.0
10947,0.0
10948,0.0
10949,0.0
10950,0.0
10951,0.0
10952,0.0
10953,0.0
10954,0.0
10955,0.0
10956,0.0
10957,0.0
10958,0.0
10959,0.0
10960,0.0
10961,0.0
10962,0.0
10963,0.0
10964,0.0
10965,0.0
10966,0.0
10967,0.0
10968,0.0
10969,0.0
10970,0.0
10971,0.0
10972,0.0
10973,0.0
10974,0.0
10975,0.0
10976,0.0
10977,0.0
10978,0.0
10979,0.0
10980,0.0
10981,0.0
10982,0.0
10983,0.0
10984,0.1
10985,0.25
10986,0.6
10987,0.8
10988,0.85
10989,1.2
10990,0.95
10991,1.35
10992,2.3
10993,8.05
10994,8.149999999999999
10995,8.8
10996,5.949999999999999
10997,4.05
10998,7.65
10999,7.199999999999999
11000,7.6
11001,8.45
11002,9.25
11003,10.0
11004,10.35
11005,10.75
11006,10.7
11007,10.25
11008,10.149999999999999
11009,9.45
11010,10.8
11011,16.05
11012,16.700000000000003
11013,14.35
11014,12.149999999999999
11015,13.7
11016,13.85
11017,13.399999999999999
11018,15.5
11019,17.9
11020,19.049999999999997
11021,19.1
11022,19.5
11023,23.5
11024,23.75
11025,22.75
11026,22.4
11027,21.0
11028,20.85
11029,23.7
11030,24.5
11031,24.45
11032,23.8
11033,23.3
11034,21.85
11035,11.85
11036,8.95
11037,10.0
11038,14.0
11039,11.399999999999999
11040,10.4
11041,9.25
11042,7.25
11043,5.550000000000001
11044,3.4
11045,0.8999999999999998
11046,0.2
11047,0.05
11048,0.0
11049,0.0
11050,0.0
11051,0.0
11052,0.0
11053,0.0
11054,0.0
11055,0.0
11056,0.0
11057,0.0
11058,0.0
11059,0.0
11060,0.0
11061,0.0
11062,0.0
11063,0.0
11064,0.0
11065,0.0
11066,0.0
11067,0.0
11068,0.0
11069,0.0
11070,0.0
11071,0.0
11072,0.0
11073,0.0
11074,0.0
11075,0.0
11076,0.0
11077,0.0
11078,0.0
11079,0.0
11080,0.0
11081,0.0
11082,0.0
11083,0.0
11084,0.0
11085,0.0
11086,0.0
11087,0.0
11088,0.0
11089,0.0
11090,0.0
11091,0.0
11092,0.0
11093,0.0
11094,0.0
11095,0.0
11096,0.0
11097,0.0
11098,0.0
11099,0.0
11100,0.0
11101,0.0
11102,0.0
11103,0.0
11104,0.0
11105,0.0
11106,0.0
11107,0.0
11108,0.0
11109,0.0
11110,0.0
11111,0.0
11112,0.0
11113,0.0
11114,0.0
11115,0.0
11116,0.0
11117,0.0
11118,0.0
11119,0.0
11120,0.0
11121,0.0
11122,0.0
11123,0.0
11124,0.0
11125,0.0
11126,0.0
11127,0.0
11128,0.0
11129,0.05
11130,0.2
11131,0.9
11132,1.45
11133,1.3
11134,1.2
11135,0.65
11136,2.0
11137,5.550000000000001
11138,6.85
11139,7.3
11140,6.449999999999999
11141,4.75
11142,3.1
11143,1.15
11144,0.5
11145,0.4
11146,0.2
11147,0.2
11148,1.4
11149,6.25
11150,7.55
11151,9.0
11152,9.95
11153,11.899999999999999
11154,11.55
11155,8.85
11156,8.95
11157,8.7
11158,7.7
11159,7.55
11160,7.55
11161,4.65
11162,0.35
11163,0.45
11164,1.7
11165,3.75
11166,4.95
11167,5.5
11168,5.1
11169,4.449999999999999
11170,4.35
11171,4.25
11172,3.3499999999999996
11173,2.7
11174,2.75
11175,2.45
11176,1.75
11177,1.1
11178,2.0
11179,2.3
11180,1.35
11181,0.6499999999999999
11182,0.55
11183,0.2
11184,0.2
11185,0.30000000000000004
11186,0.15000000000000002
11187,0.15000000000000002
11188,0.05
11189,0.0
11190,0.0
11191,0.0
11192,0.0
11193,0.0
11194,0.0
11195,0.0
11196,0.0
11197,0.0
11198,0.0
11199,0.0
11200,0.0
11201,0.0
11202,0.0
11203,0.0
11204,0.0
11205,0.0
11206,0.0
11207,0.0
11208,0.0
11209,0.0
11210,0.0
11211,0.0
11212,0.0
11213,0.0
11214,0.0
11215,0.0
11216,0.0
11217,0.0
11218,0.0
11219,0.0
11220,0.0
11221,0.0
11222,0.0
11223,0.0
11224,0.0
11225,0.0
11226,0.0
11227,0.0
11228,0.0
11229,0.0
11230,0.0
11231,0.0
11232,0.0
11233,0.0
11234,0.0
11235,0.0
11236,0.0
11237,0.0
11238,0.0
11239,0.0
11240,0.0
11241,0.0
11242,0.0
11243,0.0
11244,0.0
11245,0.0
11246,0.0
11247,0.0
11248,0.0
11249,0.0
11250,0.0
11251,0.0
11252,0.0
11253,0.0
11254,0.0
11255,0.0
11256,0.0
11257,0.0
11258,0.0
11259,0.0
11260,0.0
11261,0.0
11262,0.0
11263,0.0
11264,0.0
11265,0.0
11266,0.0
11267,0.0
11268,0.0
11269,0.0
11270,0.15000000000000002
11271,0.6000000000000001
11272,1.5
11273,3.0
11274,5.15
11275,6.25
11276,2.4
11277,4.35
11278,4.0
11279,6.2
11280,7.0
11281,4.95
11282,5.1
11283,6.4
11284,7.6
11285,8.2
11286,9.3
11287,9.649999999999999
11288,9.85
11289,10.0
11290,10.8
11291,11.0
11292,11.4
11293,12.0
11294,14.1
11295,17.25
11296,17.25
11297,15.75
11298,14.899999999999999
11299,17.2
11300,17.65
11301,19.0
11302,20.5
11303,21.799999999999997
11304,21.3
11305,17.55
11306,16.05
11307,17.35
11308,16.55
11309,13.2
11310,9.25
11311,7.55
11312,8.75
11313,12.549999999999997
11314,6.6
11315,6.6
11316,9.0
11317,8.35
11318,8.0
11319,6.6
11320,6.25
11321,5.7
11322,3.45
11323,0.95
11324,2.15
11325,2.2
11326,2.3499999999999996
11327,2.3
11328,1.15
11329,0.05
11330,0.0
11331,0.0
11332,0.0
11333,0.0
11334,0.0
11335,0.0
11336,0.0
11337,0.0
11338,0.0
11339,0.0
11340,0.0
11341,0.0
11342,0.0
11343,0.0
11344,0.0
11345,0.0
11346,0.0
11347,0.0
11348,0.0
11349,0.0
11350,0.0
11351,0.0
11352,0.0
11353,0.0
11354,0.0
11355,0.0
11356,0.0
11357,0.0
11358,0.0
11359,0.0
11360,0.0
11361,0.0
11362,0.0
11363,0.0
11364,0.0
11365,0.0
11366,0.0
11367,0.0
11368,0.0
11369,0.0
11370,0.0
11371,0.0
11372,0.0
11373,0.0
11374,0.0
11375,0.0
11376,0.0
11377,0.0
11378,0.0
11379,0.0
11380,0.0
11381,0.0
11382,0.0
11383,0.0
11384,0.0
11385,0.0
11386,0.0
11387,0.0
11388,0.0
11389,0.0
11390,0.0
11391,0.0
11392,0.0
11393,0.0
11394,0.0
11395,0.0
11396,0.0
11397,0.0
11398,0.0
11399,0.0
11400,0.0
11401,0.0
11402,0.0
11403,0.0
11404,0.0
11405,0.0
11406,0.0
11407,0.0
11408,0.0
11409,0.0
11410,0.0
11411,0.0
11412,0.05
11413,0.05
11414,0.35
11415,0.8999999999999998
11416,0.05
11417,3.1999999999999997
11418,9.85
11419,12.35
11420,13.75
11421,14.35
11422,14.45
11423,14.4
11424,14.3
11425,13.55
11426,12.65
11427,10.899999999999999
11428,7.95
11429,5.6
11430,3.95
11431,6.1
11432,22.45
11433,19.15
11434,25.35
11435,31.45
11436,25.65
11437,20.4
11438,25.9
11439,27.95
11440,37.25
11441,33.1
11442,39.75
11443,39.5
11444,39.25
11445,38.7
11446,39.35
11447,39.7
11448,39.65
11449,39.75
11450,39.400000000000006
11451,38.8
11452,38.0
11453,37.05
11454,35.55
11455,35.349999999999994
11456,34.1
11457,33.2
11458,32.75
11459,31.25
11460,31.35
11461,32.4
11462,11.15
11463,13.25
11464,21.3
11465,20.9
11466,21.9
11467,21.65
11468,20.5
11469,17.95
11470,15.35
11471,14.1
11472,12.55
11473,9.5
11474,7.4
11475,7.15
11476,5.6
11477,1.85
11478,0.25
11479,0.15000000000000002
11480,0.0
11481,0.0
11482,0.0
11483,0.0
11484,0.0
11485,0.0
11486,0.0
11487,0.0
11488,0.0
11489,0.0
11490,0.0
11491,0.0
11492,0.0
11493,0.0
11494,0.0
11495,0.0
11496,0.0
11497,0.0
11498,0.0
11499,0.0
11500,0.0
11501,0.0
11502,0.0
11503,0.0
11504,0.0
11505,0.0
11506,0.0
11507,0.0
11508,0.0
11509,0.0
11510,0.0
11511,0.0
11512,0.0
11513,0.0
11514,0.0
11515,0.0
11516,0.0
11517,0.0
11518,0.0
11519,0.0
11520,0.0
11521,0.0
11522,0.0
11523,0.0
11524,0.0
11525,0.0
11526,0.0
11527,0.0
11528,0.0
11529,0.0
11530,0.0
11531,0.0
11532,0.0
11533,0.0
11534,0.0
11535,0.0
11536,0.0
11537,0.0
11538,0.0
11539,0.0
11540,0.0
11541,0.0
11542,0.0
11543,0.0
11544,0.0
11545,0.0
11546,0.0
11547,0.0
11548,0.0
11549,0.0
11550,0.0
11551,0.0
11552,0.0
11553,0.0
11554,0.0
11555,0.0
11556,0.0
11557,0.0
11558,0.2
11559,0.7
11560,0.85
11561,1.95
11562,6.0
11563,5.85
11564,3.65
11565,5.9
11566,6.9
11567,6.449999999999999
11568,7.6
11569,6.9
11570,6.800000000000001
11571,6.55
11572,6.5
11573,6.35
11574,6.1
11575,6.35
11576,5.800000000000001
11577,4.0
11578,1.35
11579,6.050000000000001
11580,10.9
11581,23.9
11582,32.900000000000006
11583,34.75
11584,33.4
11585,37.55
11586,39.1
11587,39.349999999999994
11588,39.0
11589,38.599999999999994
11590,39.05
11591,39.25
11592,39.55
11593,39.25
11594,38.7
11595,37.900000000000006
11596,37.5
11597,37.650000000000006
11598,37.849999999999994
11599,37.55
11600,37.2
11601,37.4
11602,36.65
11603,35.35
11604,33.9
11605,32.45
11606,31.049999999999997
11607,29.6
11608,28.7
11609,27.85
11610,25.85
11611,24.45
11612,22.5
11613,19.95
11614,18.6
11615,16.55
11616,13.95
11617,11.45
11618,9.6
11619,7.85
11620,6.1
11621,3.95
11622,1.05
11623,0.1
11624,0.0
11625,0.0
11626,0.0
11627,0.0
11628,0.0
11629,0.0
11630,0.0
11631,0.0
11632,0.0
11633,0.0
11634,0.0
11635,0.0
11636,0.0
11637,0.0
11638,0.0
11639,0.0
11640,0.0
11641,0.0
11642,0.0
11643,0.0
11644,0.0
11645,0.0
11646,0.0
11647,0.0
11648,0.0
11649,0.0
11650,0.0
11651,0.0
11652,0.0
11653,0.0
11654,0.0
11655,0.0
11656,0.0
11657,0.0
11658,0.0
11659,0.0
11660,0.0
11661,0.0
11662,0.0
11663,0.0
11664,0.0
11665,0.0
11666,0.0
11667,0.0
11668,0.0
11669,0.0
11670,0.0
11671,0.0
11672,0.0
11673,0.0
11674,0.0
11675,0.0
11676,0.0
11677,0.0
11678,0.0
11679,0.0
11680,0.0
11681,0.0
11682,0.0
11683,0.0
11684,0.0
11685,0.0
11686,0.0
11687,0.0
11688,0.0
11689,0.0
11690,0.0
11691,0.0
11692,0.0
11693,0.0
11694,0.0
11695,0.0
11696,0.0
11697,0.0
11698,0.0
11699,0.0
11700,0.1
11701,0.75
11702,3.25
11703,6.05
11704,8.0
11705,10.0
11706,11.35
11707,6.949999999999999
11708,14.2
11709,17.2
11710,19.35
11711,21.15
11712,15.649999999999999
11713,18.049999999999997
11714,16.5
11715,12.5
11716,19.8
11717,25.2
11718,20.049999999999997
11719,24.6
11720,29.35
11721,21.45
11722,29.8
11723,30.9
11724,37.4
11725,37.4
11726,37.7
11727,38.7
11728,38.7
11729,39.85
11730,39.8
11731,39.9
11732,39.7
11733,39.75
11734,39.15
11735,39.45
11736,39.2
11737,38.400000000000006
11738,37.85
11739,37.2
11740,36.4
11741,36.25
11742,36.9
11743,35.85
11744,33.55
11745,30.9
11746,28.299999999999997
11747,25.85
11748,23.55
11749,20.1
11750,16.3
11751,12.45
11752,8.1
11753,5.5
11754,2.2
11755,4.25
11756,5.1
11757,5.4
11758,5.449999999999999
11759,5.55
11760,5.3
11761,3.6
11762,0.1
11763,4.550000000000001
11764,5.25
11765,0.2
11766,0.25
11767,0.0
11768,0.0
11769,0.0
11770,0.0
11771,0.0
11772,0.0
11773,0.0
11774,0.0
11775,0.0
11776,0.0
11777,0.0
11778,0.0
11779,0.0
11780,0.0
11781,0.0
11782,0.0
11783,0.0
11784,0.0
11785,0.0
11786,0.0
11787,0.0
11788,0.0
11789,0.0
11790,0.0
11791,0.0
11792,0.0
11793,0.0
11794,0.0
11795,0.0
11796,0.0
11797,0.0
11798,0.0
11799,0.0
11800,0.0
11801,0.0
11802,0.0
11803,0.0
11804,0.0
11805,0.0
11806,0.0
11807,0.0
11808,0.0
11809,0.0
11810,0.0
11811,0.0
11812,0.0
11813,0.0
11814,0.0
11815,0.0
11816,0.0
11817,0.0
11818,0.0
11819,0.0
11820,0.0
11821,0.0
11822,0.0
11823,0.0
11824,0.0
11825,0.0
11826,0.0
11827,0.0
11828,0.0
11829,0.0
11830,0.0
11831,0.0
11832,0.0
11833,0.0
11834,0.0
11835,0.0
11836,0.0
11837,0.0
11838,0.0
11839,0.0
11840,0.0
11841,0.0
11842,0.0
11843,0.0
11844,0.15000000000000002
11845,0.8
11846,3.5
11847,6.1
11848,8.0
11849,10.05
11850,12.0
11851,14.1
11852,16.55
11853,18.7
11854,20.7
11855,22.299999999999997
11856,24.4
11857,25.85
11858,27.5
11859,29.1
11860,30.1
11861,31.25
11862,32.5
11863,33.4
11864,34.85
11865,36.7
11866,37.75
11867,38.3
11868,39.099999999999994
11869,39.55
11870,40.95
11871,41.45
11872,41.5
11873,41.35
11874,41.6
11875,36.25
11876,38.7
11877,31.65
11878,20.7
11879,40.45
11880,35.95
11881,40.25
11882,37.25
11883,33.3
11884,37.75
11885,39.45
11886,38.15
11887,36.25
11888,37.55
11889,33.8
11890,27.85
11891,27.049999999999997
11892,31.45
11893,31.0
11894,29.85
11895,26.2
11896,28.0
11897,27.0
11898,22.8
11899,18.15
11900,20.55
11901,15.55
11902,9.55
11903,9.45
11904,7.85
11905,6.199999999999999
11906,6.300000000000001
11907,5.55
11908,4.2
11909,2.35
11910,0.7
11911,0.15000000000000002
11912,0.0
11913,0.0
11914,0.0
11915,0.0
11916,0.0
11917,0.0
11918,0.0
11919,0.0
11920,0.0
11921,0.0
11922,0.0
11923,0.0
11924,0.0
11925,0.0
11926,0.0
11927,0.0
11928,0.0
11929,0.0
11930,0.0
11931,0.0
11932,0.0
11933,0.0
11934,0.0
11935,0.0
11936,0.0
11937,0.0
11938,0.0
11939,0.0
11940,0.0
11941,0.0
11942,0.0
11943,0.0
11944,0.0
11945,0.0
11946,0.0
11947,0.0
11948,0.0
11949,0.0
11950,0.0
11951,0.0
11952,0.0
11953,0.0
11954,0.0
11955,0.0
11956,0.0
11957,0.0
11958,0.0
11959,0.0
11960,0.0
11961,0.0
11962,0.0
11963,0.0
11964,0.0
11965,0.0
11966,0.0
11967,0.0
11968,0.0
11969,0.0
11970,0.0
11971,0.0
11972,0.0
11973,0.0
11974,0.0
11975,0.0
11976,0.0
11977,0.0
11978,0.0
11979,0.0
11980,0.0
11981,0.0
11982,0.0
11983,0.0
11984,0.0
11985,0.0
11986,0.0
11987,0.0
11988,0.25
11989,1.0499999999999998
11990,3.95
11991,5.9
11992,6.85
11993,8.55
11994,11.1
11995,13.9
11996,15.5
11997,17.05
11998,19.2
11999,21.15
12000,23.25
12001,25.45
12002,27.6
12003,29.65
12004,31.6
12005,33.05
12006,34.25
12007,34.75
12008,35.45
12009,36.75
12010,38.05
12011,39.2
12012,39.7
12013,39.25
12014,39.400000000000006
12015,39.8
12016,40.8
12017,40.75
12018,41.0
12019,41.0
12020,40.8
12021,40.1
12022,40.099999999999994
12023,39.599999999999994
12024,40.05
12025,41.95
12026,41.3
12027,41.25
12028,41.05
12029,40.650000000000006
12030,39.55
12031,37.05
12032,35.9
12033,34.8
12034,34.1
12035,33.7
12036,32.65
12037,28.549999999999997
12038,29.65
12039,28.5
12040,26.65
12041,25.4
12042,22.25
12043,17.25
12044,15.2
12045,14.6
12046,14.149999999999999
12047,11.5
12048,9.8
12049,11.05
12050,9.6
12051,5.1
12052,0.45
12053,0.3
12054,0.25
12055,0.15000000000000002
12056,0.0
12057,0.0
12058,0.0
12059,0.0
12060,0.0
12061,0.0
12062,0.0
12063,0.0
12064,0.0
12065,0.0
12066,0.0
12067,0.0
12068,0.0
12069,0.0
12070,0.0
12071,0.0
12072,0.0
12073,0.0
12074,0.0
12075,0.0
12076,0.0
12077,0.0
12078,0.0
12079,0.0
12080,0.0
12081,0.0
12082,0.0
12083,0.0
12084,0.0
12085,0.0
12086,0.0
12087,0.0
12088,0.0
12089,0.0
12090,0.0
12091,0.0
12092,0.0
12093,0.0
12094,0.0
12095,0.0
12096,0.0
12097,0.0
12098,0.0
12099,0.0
12100,0.0
12101,0.0
12102,0.0
12103,0.0
12104,0.0
12105,0.0
12106,0.0
12107,0.0
12108,0.0
12109,0.0
12110,0.0
12111,0.0
12112,0.0
12113,0.0
12114,0.0
12115,0.0
12116,0.0
12117,0.0
12118,0.0
12119,0.0
12120,0.0
12121,0.0
12122,0.0
12123,0.0
12124,0.0
12125,0.0
12126,0.0
12127,0.0
12128,0.0
12129,0.0
12130,0.0
12131,0.0
12132,0.2
12133,1.1
12134,4.15
12135,6.300000000000001
12136,8.0
12137,9.95
12138,11.85
12139,13.9
12140,15.65
12141,17.0
12142,18.299999999999997
12143,20.1
12144,22.65
12145,25.75
12146,27.75
12147,29.2
12148,29.95
12149,31.2
12150,32.85
12151,34.2
12152,34.7
12153,35.900000000000006
12154,36.6
12155,36.849999999999994
12156,37.35
12157,38.2
12158,38.7
12159,38.95
12160,39.0
12161,38.75
12162,39.15
12163,39.7
12164,40.4
12165,40.55
12166,40.7
12167,40.35
12168,40.35
12169,39.05
12170,40.3
12171,42.95
12172,42.150000000000006
12173,39.25
12174,39.95
12175,37.65
12176,37.1
12177,36.55
12178,35.35
12179,33.95
12180,32.55
12181,32.3
12182,31.25
12183,29.9
12184,28.549999999999997
12185,27.65
12186,25.6
12187,23.15
12188,21.799999999999997
12189,20.65
12190,18.65
12191,16.45
12192,14.1
12193,12.05
12194,10.35
12195,8.0
12196,6.1
12197,3.7
12198,1.1
12199,0.15000000000000002
12200,0.0
12201,0.0
12202,0.0
12203,0.0
12204,0.0
12205,0.0
12206,0.0
12207,0.0
12208,0.0
12209,0.0
12210,0.0
12211,0.0
12212,0.0
12213,0.0
12214,0.0
12215,0.0
12216,0.0
12217,0.0
12218,0.0
12219,0.0
12220,0.0
12221,0.0
12222,0.0
12223,0.0
12224,0.0
12225,0.0
12226,0.0
12227,0.0
12228,0.0
12229,0.0
12230,0.0
12231,0.0
12232,0.0
12233,0.0
12234,0.0
12235,0.0
12236,0.0
12237,0.0
12238,0.0
12239,0.0
12240,0.0
12241,0.0
12242,0.0
12243,0.0
12244,0.0
12245,0.0
12246,0.0
12247,0.0
12248,0.0
12249,0.0
12250,0.0
12251,0.0
12252,0.0
12253,0.0
12254,0.0
12255,0.0
12256,0.0
12257,0.0
12258,0.0
12259,0.0
12260,0.0
12261,0.0
12262,0.0
12263,0.0
12264,0.0
12265,0.0
12266,0.0
12267,0.0
12268,0.0
12269,0.0
12270,0.0
12271,0.0
12272,0.0
12273,0.0
12274,0.0
12275,0.0
12276,0.2
12277,1.25
12278,4.25
12279,6.7
12280,9.5
12281,12.3
12282,13.75
12283,14.149999999999999
12284,16.0
12285,17.9
12286,19.25
12287,21.15
12288,23.35
12289,25.35
12290,26.25
12291,27.6
12292,28.85
12293,29.6
12294,31.0
12295,33.6
12296,35.05
12297,36.15
12298,37.5
12299,37.95
12300,37.5
12301,36.45
12302,36.349999999999994
12303,35.7
12304,35.45
12305,35.3
12306,35.25
12307,34.95
12308,34.1
12309,32.3
12310,31.85
12311,33.650000000000006
12312,36.05
12313,37.2
12314,36.55
12315,36.3
12316,36.5
12317,36.349999999999994
12318,35.7
12319,35.05
12320,34.3
12321,33.5
12322,32.25
12323,31.45
12324,31.0
12325,30.45
12326,29.5
12327,27.7
12328,26.6
12329,25.0
12330,23.45
12331,21.4
12332,19.55
12333,17.5
12334,15.55
12335,14.15
12336,12.15
12337,10.2
12338,8.4
12339,7.5
12340,6.6
12341,4.5
12342,1.15
12343,0.15000000000000002
12344,0.0
12345,0.0
12346,0.0
12347,0.0
12348,0.0
12349,0.0
12350,0.0
12351,0.0
12352,0.0
12353,0.0
12354,0.0
12355,0.0
12356,0.0
12357,0.0
12358,0.0
12359,0.0
12360,0.0
12361,0.0
12362,0.0
12363,0.0
12364,0.0
12365,0.0
12366,0.0
12367,0.0
12368,0.0
12369,0.0
12370,0.0
12371,0.0
12372,0.0
12373,0.0
12374,0.0
12375,0.0
12376,0.0
12377,0.0
12378,0.0
12379,0.0
12380,0.0
12381,0.0
12382,0.0
12383,0.0
12384,0.0
12385,0.0
12386,0.0
12387,0.0
12388,0.0
12389,0.0
12390,0.0
12391,0.0
12392,0.0
12393,0.0
12394,0.0
12395,0.0
12396,0.0
12397,0.0
12398,0.0
12399,0.0
12400,0.0
12401,0.0
12402,0.0
12403,0.0
12404,0.0
12405,0.0
12406,0.0
12407,0.0
12408,0.0
12409,0.0
12410,0.0
12411,0.0
12412,0.0
12413,0.0
12414,0.0
12415,0.0
12416,0.0
12417,0.0
12418,0.0
12419,0.0
12420,0.1
12421,0.15000000000000002
12422,0.1
12423,0.3
12424,0.05
12425,0.1
12426,4.35
12427,10.149999999999999
12428,10.45
12429,9.399999999999999
12430,8.75
12431,8.05
12432,6.5
12433,6.800000000000001
12434,6.65
12435,6.1
12436,3.7
12437,1.45
12438,1.85
12439,4.449999999999999
12440,3.1
12441,3.3499999999999996
12442,4.949999999999999
12443,5.6
12444,6.4
12445,6.800000000000001
12446,9.95
12447,12.45
12448,11.649999999999999
12449,9.7
12450,15.1
12451,18.75
12452,15.6
12453,12.8
12454,8.8
12455,5.1
12456,10.55
12457,22.0
12458,22.7
12459,19.95
12460,25.4
12461,15.2
12462,21.6
12463,26.799999999999997
12464,20.0
12465,23.45
12466,19.25
12467,12.2
12468,17.35
12469,22.95
12470,20.3
12471,8.15
12472,13.05
12473,9.15
12474,15.15
12475,12.85
12476,12.45
12477,18.0
12478,15.85
12479,10.75
12480,9.5
12481,8.3
12482,6.449999999999999
12483,4.9
12484,2.05
12485,0.65
12486,0.2
12487,0.0
12488,0.0
12489,0.0
12490,0.0
12491,0.0
12492,0.0
12493,0.0
12494,0.0
12495,0.0
12496,0.0
12497,0.0
12498,0.0
12499,0.0
12500,0.0
12501,0.0
12502,0.0
12503,0.0
12504,0.0
12505,0.0
12506,0.0
12507,0.0
12508,0.0
12509,0.0
12510,0.0
12511,0.0
12512,0.0
12513,0.0
12514,0.0
12515,0.0
12516,0.0
12517,0.0
12518,0.0
12519,0.0
12520,0.0
12521,0.0
12522,0.0
12523,0.0
12524,0.0
12525,0.0
12526,0.0
12527,0.0
12528,0.0
12529,0.0
12530,0.0
12531,0.0
12532,0.0
12533,0.0
12534,0.0
12535,0.0
12536,0.0
12537,0.0
12538,0.0
12539,0.0
12540,0.0
12541,0.0
12542,0.0
12543,0.0
12544,0.0
12545,0.0
12546,0.0
12547,0.0
12548,0.0
12549,0.0
12550,0.0
12551,0.0
12552,0.0
12553,0.0
12554,0.0
12555,0.0
12556,0.0
12557,0.0
12558,0.0
12559,0.0
12560,0.0
12561,0.0
12562,0.0
12563,0.0
12564,0.30000000000000004
12565,1.2
12566,4.1
12567,6.199999999999999
12568,7.9
12569,9.75
12570,11.75
12571,13.8
12572,16.2
12573,18.35
12574,20.4
12575,22.2
12576,23.6
12577,24.15
12578,26.1
12579,27.75
12580,28.5
12581,29.3
12582,30.55
12583,32.05
12584,32.7
12585,33.45
12586,34.849999999999994
12587,35.45
12588,36.25
12589,36.2
12590,36.05
12591,35.7
12592,35.6
12593,35.55
12594,36.85
12595,38.05
12596,37.55
12597,37.15
12598,35.900000000000006
12599,36.0
12600,37.0
12601,37.349999999999994
12602,37.45
12603,37.95
12604,38.25
12605,37.75
12606,37.1
12607,35.650000000000006
12608,34.15
12609,33.6
12610,33.45
12611,33.2
12612,31.85
12613,29.95
12614,28.7
12615,27.7
12616,27.1
12617,25.549999999999997
12618,23.6
12619,21.95
12620,20.05
12621,18.2
12622,16.65
12623,15.1
12624,13.15
12625,10.7
12626,8.5
12627,6.95
12628,5.5
12629,2.7
12630,0.75
12631,0.2
12632,0.0
12633,0.0
12634,0.0
12635,0.0
12636,0.0
12637,0.0
12638,0.0
12639,0.0
12640,0.0
12641,0.0
12642,0.0
12643,0.0
12644,0.0
12645,0.0
12646,0.0
12647,0.0
12648,0.0
12649,0.0
12650,0.0
12651,0.0
12652,0.0
12653,0.0
12654,0.0
12655,0.0
12656,0.0
12657,0.0
12658,0.0
12659,0.0
12660,0.0
12661,0.0
12662,0.0
12663,0.0
12664,0.0
12665,0.0
12666,0.0
12667,0.0
12668,0.0
12669,0.0
12670,0.0
12671,0.0
12672,0.0
12673,0.0
12674,0.0
12675,0.0
12676,0.0
12677,0.0
12678,0.0
12679,0.0
12680,0.0
12681,0.0
12682,0.0
12683,0.0
12684,0.0
12685,0.0
12686,0.0
12687,0.0
12688,0.0
12689,0.0
12690,0.0
12691,0.0
12692,0.0
12693,0.0
12694,0.0
12695,0.0
12696,0.0
12697,0.0
12698,0.0
12699,0.0
12700,0.0
12701,0.0
12702,0.0
12703,0.0
12704,0.0
12705,0.0
12706,0.0
12707,0.05
12708,0.35
12709,1.6
12710,4.699999999999999
12711,6.45
12712,8.1
12713,9.65
12714,11.6
12715,13.6
12716,15.1
12717,16.7
12718,18.25
12719,19.65
12720,21.2
12721,22.05
12722,23.15
12723,24.65
12724,27.3
12725,30.45
12726,31.35
12727,31.7
12728,32.65
12729,33.25
12730,33.2
12731,33.400000000000006
