,load
164306,20161.0
164317,20644.0
164328,21109.0
164339,21152.0
164350,21178.0
164361,20526.0
164372,19995.0
164383,19539.0
164394,19049.0
164405,18858.0
164416,19169.0
164427,19886.0
164438,21178.0
164449,22935.0
164460,25673.0
164471,26088.0
164482,25633.0
164493,24762.0
164504,23343.0
164515,21755.0
164526,20930.0
164537,20551.0
164548,20335.0
164559,20309.0
164570,20810.0
164581,22598.0
164592,25055.0
164603,25769.0
164614,24855.0
164625,24225.0
164636,23464.0
164647,22900.0
164658,22538.0
164669,22528.0
164680,22827.0
164691,23466.0
164702,24267.0
164713,25780.0
164724,28061.0
164735,28134.0
164746,27500.0
164757,26200.0
164768,24270.0
164779,22655.0
164790,21673.0
164801,20945.0
164812,20523.0
164823,20492.0
164834,21155.0
164845,22578.0
164856,24788.0
164867,25337.0
164878,24579.0
164889,24032.0
164900,23202.0
164911,22697.0
164922,22551.0
164933,22876.0
164944,23327.0
164955,23763.0
164966,24217.0
164977,25459.0
164988,27598.0
164999,27594.0
165010,26829.0
165021,25509.0
165032,23673.0
165043,22140.0
165054,21142.0
165065,20377.0
165076,19958.0
165087,19930.0
165098,20522.0
165109,22050.0
165120,23957.0
165131,25234.0
165142,25624.0
165153,25327.0
165164,24561.0
165175,24020.0
165186,23570.0
165197,23461.0
165208,23683.0
165219,23795.0
165230,24320.0
165241,25555.0
165252,27430.0
165263,27432.0
165274,26687.0
165285,25389.0
165296,23601.0
165307,21899.0
165318,21064.0
165329,20399.0
165340,19975.0
165351,19869.0
165362,20384.0
165373,21854.0
165384,23780.0
165395,24768.0
165406,24346.0
165417,24179.0
165428,23854.0
165439,23653.0
165450,23405.0
165461,23482.0
165472,23845.0
165483,24508.0
165494,25710.0
165505,27444.0
165516,27501.0
165527,26745.0
165538,25410.0
165549,23480.0
165560,21789.0
165571,21011.0
165582,20324.0
165593,19879.0
165604,19762.0
165615,20332.0
165626,21809.0
165637,23409.0
165648,24111.0
165659,24060.0
165670,23871.0
165681,23656.0
165692,23426.0
165703,23473.0
165714,23873.0
165725,23794.0
165736,24132.0
165747,24460.0
165758,25495.0
165769,27016.0
165780,26798.0
165791,26024.0
165802,24848.0
165813,23461.0
165824,21829.0
165835,20894.0
165846,20021.0
165857,19476.0
165868,19211.0
165879,19257.0
165890,19497.0
165901,20247.0
165912,20933.0
165923,21938.0
165934,22668.0
165945,22994.0
165956,22876.0
165967,22552.0
165978,22497.0
165989,22504.0
166000,22773.0
166011,23060.0
166022,24087.0
166033,25479.0
166044,25521.0
166055,24976.0
166066,24083.0
166077,22817.0
166088,21352.0
166099,20403.0
166110,19839.0
166121,19358.0
166132,19187.0
166143,19383.0
166154,19915.0
166165,20177.0
166176,20308.0
166187,20457.0
166198,19876.0
166209,19459.0
166220,19210.0
166231,19087.0
166242,18769.0
166253,19202.0
166264,19444.0
166275,20913.0
166286,22739.0
166297,25009.0
166308,25248.0
166319,24360.0
166330,22860.0
166341,21206.0
166352,20358.0
166363,19649.0
166374,19214.0
166385,19165.0
166396,19660.0
166407,20984.0
166418,23197.0
166429,25051.0
166440,25026.0
166451,24173.0
166462,24215.0
166473,24090.0
166484,24388.0
166495,24598.0
166506,24545.0
166517,24866.0
166528,25551.0
166539,26485.0
166550,27922.0
166561,27573.0
166572,26220.0
166583,24226.0
166594,22372.0
166605,21305.0
166616,20644.0
166627,20106.0
166638,19914.0
166649,20206.0
166660,21256.0
166671,23591.0
166682,25441.0
166693,25917.0
166704,26224.0
166715,26143.0
166726,25833.0
166737,25487.0
166748,25617.0
166759,25318.0
166770,25278.0
166781,25307.0
166792,25495.0
166803,26315.0
166814,27733.0
166825,27492.0
166836,26261.0
166847,24456.0
166858,22588.0
166869,21680.0
166880,20875.0
166891,20322.0
166902,20151.0
166913,20368.0
166924,21569.0
166935,23904.0
166946,25774.0
166957,25763.0
166968,25592.0
166979,25740.0
166990,25587.0
167001,24844.0
167012,24724.0
167023,24392.0
167034,24079.0
167045,24053.0
167056,24407.0
167067,25529.0
167078,27414.0
167089,27550.0
167100,26437.0
167111,24681.0
167122,22838.0
167133,21854.0
167144,21199.0
167155,20678.0
167166,20447.0
167177,20827.0
167188,21747.0
167199,24246.0
167210,26288.0
167221,24862.0
167232,24528.0
167243,24632.0
167254,24279.0
167265,23980.0
167276,23881.0
167287,24306.0
167298,24392.0
167309,25643.0
167320,27509.0
167331,27612.0
167342,26495.0
167353,24708.0
167364,22870.0
167375,21700.0
167386,20830.0
167397,20359.0
167408,20163.0
167419,20680.0
167430,22034.0
167441,24498.0
167452,26381.0
167463,26422.0
167474,25924.0
167485,25889.0
167496,25413.0
167507,24898.0
167518,24662.0
167529,24375.0
167540,24310.0
167551,24193.0
167562,24170.0
167573,25234.0
167584,26912.0
167595,27096.0
167606,26265.0
167617,24784.0
167628,23140.0
167639,21795.0
167650,21029.0
167661,20525.0
167672,20218.0
167683,20293.0
167694,20844.0
167705,21999.0
167716,22745.0
167727,22930.0
167738,22664.0
167749,22343.0
167760,21826.0
167771,21304.0
167782,20978.0
167793,20723.0
167804,20936.0
167815,21271.0
167826,21886.0
167837,22894.0
167848,24807.0
167859,25279.0
167870,24726.0
167881,23594.0
167892,22240.0
167903,21222.0
167914,20688.0
167925,20134.0
167936,19897.0
167947,19969.0
167958,20325.0
167969,21197.0
167980,21385.0
167991,21139.0
168002,20796.0
168013,20450.0
168024,20267.0
168035,19742.0
168046,19358.0
168057,19507.0
168068,20161.0
168079,20650.0
168090,22014.0
168101,23405.0
168112,25315.0
168123,25562.0
168134,24621.0
168145,23031.0
168156,21609.0
168167,20779.0
168178,20094.0
168189,19712.0
168200,19704.0
168211,19887.0
168222,21388.0
168233,24186.0
168244,25920.0
168255,25555.0
168266,24700.0
168277,24195.0
168288,23471.0
168299,22961.0
168310,22859.0
168321,22938.0
168332,23350.0
168343,23645.0
168354,24106.0
168365,25157.0
168376,27055.0
168387,27167.0
168398,25919.0
168409,23938.0
168420,22169.0
168431,21095.0
168442,20371.0
168453,19872.0
168464,19752.0
168475,20079.0
168486,21124.0
168497,23557.0
168508,25186.0
168519,25356.0
168530,25202.0
168541,25143.0
168552,25597.0
168563,25396.0
168574,25600.0
168585,25829.0
168596,25463.0
168607,25393.0
168618,25936.0
168629,26479.0
168640,27582.0
168651,27428.0
168662,26114.0
168673,24098.0
168684,22339.0
168695,21378.0
168706,20652.0
168717,20160.0
168728,19992.0
168739,20409.0
168750,21318.0
168761,23597.0
168772,25182.0
168783,25352.0
168794,25574.0
168805,25860.0
168816,25902.0
168827,25602.0
168838,25378.0
168849,25185.0
168860,25132.0
168871,24895.0
168882,25424.0
168893,26167.0
168904,27570.0
168915,27402.0
168926,26192.0
168937,24229.0
168948,22531.0
168959,21543.0
168970,20999.0
168981,20543.0
168992,20333.0
169003,20545.0
169014,21378.0
169025,23716.0
169036,25527.0
169047,26044.0
169058,26446.0
169069,26683.0
169080,26302.0
169091,25371.0
169102,25094.0
169113,24618.0
169124,24562.0
169135,24118.0
169146,24182.0
169157,25193.0
169168,26744.0
169179,26953.0
169190,25909.0
169201,24153.0
169212,22429.0
169223,21187.0
169234,20485.0
169245,20150.0
169256,19999.0
169267,20492.0
169278,21673.0
169289,24185.0
169300,25706.0
169311,25360.0
169322,25121.0
169333,24254.0
169344,23424.0
169355,22936.0
169366,22752.0
169377,22433.0
169388,22478.0
169399,22832.0
169410,23296.0
169421,24244.0
169432,25957.0
169443,26320.0
169454,25359.0
169465,23981.0
169476,22305.0
169487,21055.0
169498,20164.0
169509,19715.0
169520,19481.0
169531,19581.0
169542,20141.0
169553,21224.0
169564,21769.0
169575,22092.0
169586,21727.0
169597,21056.0
169608,20285.0
169619,19759.0
169630,19213.0
169641,19013.0
169652,19054.0
169663,19782.0
169674,21046.0
169685,22522.0
169696,24568.0
169707,25127.0
169718,24575.0
169729,23332.0
169740,21829.0
169751,20635.0
169762,19905.0
169773,19420.0
169784,19121.0
169795,19173.0
169806,19561.0
169817,20339.0
169828,20671.0
169839,20611.0
169850,20479.0
169861,20135.0
169872,19541.0
169883,19143.0
169894,18525.0
169905,18049.0
169916,18291.0
169927,19059.0
169938,20611.0
169949,22449.0
169960,24766.0
169971,25830.0
169982,24811.0
169993,23510.0
170004,22021.0
170015,20975.0
170026,20227.0
170037,19930.0
170048,19942.0
170059,20374.0
170070,21780.0
170081,24312.0
170092,25847.0
170103,25471.0
170114,25035.0
170125,24223.0
170136,23438.0
170147,22780.0
170158,22493.0
170169,22266.0
170180,22481.0
170191,23004.0
170202,24132.0
170213,25202.0
170224,26964.0
170235,27485.0
170246,26423.0
170257,24499.0
170268,22911.0
170279,21612.0
170290,20881.0
170301,20476.0
170312,20440.0
170323,20744.0
170334,22094.0
170345,24573.0
170356,25671.0
170367,25136.0
170378,24760.0
170389,23985.0
170400,23309.0
170411,22935.0
170422,22911.0
170433,23015.0
170444,23221.0
170455,23715.0
170466,24306.0
170477,25293.0
170488,27007.0
170499,27479.0
170510,26368.0
170521,24457.0
170532,22536.0
170543,21097.0
170554,20269.0
170565,19790.0
170576,19861.0
170587,20483.0
170598,21692.0
170609,23983.0
170620,25201.0
170631,24807.0
170642,24447.0
170653,24097.0
170664,23538.0
170675,23536.0
170686,23529.0
170697,23743.0
170708,24193.0
170719,24591.0
170730,25159.0
170741,25864.0
170752,27236.0
170763,27591.0
170774,26394.0
170785,24476.0
170796,22597.0
170807,21182.0
170818,20246.0
170829,19690.0
170840,19426.0
170851,19795.0
170862,21098.0
170873,23289.0
170884,24502.0
170895,24450.0
170906,23835.0
170917,23960.0
170928,23965.0
170939,23638.0
170950,24160.0
170961,24354.0
170973,24729.0
170985,25147.0
170997,25393.0
171009,26107.0
171021,26751.0
171033,28017.0
171045,28044.0
171057,26798.0
171069,24793.0
171081,22873.0
171093,21417.0
171105,20575.0
171118,20248.0
171132,20069.0
171146,20354.0
171160,21255.0
171174,23032.0
171188,23814.0
171202,23901.0
171216,23700.0
171230,24015.0
171244,24004.0
171258,24039.0
171272,24357.0
171286,24720.0
171300,25324.0
171314,25758.0
171328,26184.0
171342,26593.0
171356,27652.0
171370,27501.0
171384,26397.0
171398,24671.0
171412,22803.0
171426,21258.0
171440,20478.0
171454,20026.0
171468,19579.0
171482,19612.0
171496,20072.0
171510,20818.0
171524,20896.0
171538,21271.0
171552,21163.0
171566,21134.0
171580,20978.0
171594,20812.0
171608,20783.0
171622,21150.0
171636,21779.0
171650,22149.0
171664,23029.0
171678,23957.0
171692,25384.0
171706,25545.0
171720,24731.0
171734,23282.0
171748,21732.0
171762,20377.0
171776,19481.0
171790,18860.0
171804,18503.0
171818,18494.0
171832,18829.0
171846,19416.0
171860,19569.0
171874,20085.0
171888,20110.0
171902,19559.0
171916,19169.0
171930,18818.0
171944,18714.0
171958,18892.0
171972,19298.0
171986,19966.0
172000,20823.0
172014,22167.0
172028,23937.0
172042,24493.0
172056,23734.0
172070,22206.0
172084,20652.0
172098,19626.0
172112,18929.0
172126,18538.0
172140,18524.0
172154,19187.0
172168,20584.0
172182,22643.0
172196,24068.0
172210,24615.0
172224,24635.0
172238,24842.0
172252,24582.0
172266,24190.0
172280,24012.0
172294,24108.0
172308,24480.0
172322,24464.0
172336,24906.0
172350,25912.0
172364,27347.0
172378,27405.0
172392,26233.0
172406,24249.0
172420,22341.0
172434,21084.0
172448,20235.0
172462,19791.0
172476,19593.0
172490,20124.0
172504,21628.0
172518,23671.0
172532,24631.0
172546,24583.0
172560,24389.0
172574,23968.0
172588,23270.0
172602,23021.0
172616,23461.0
172630,23852.0
172644,23909.0
172658,24601.0
172672,25433.0
172686,26383.0
172700,27796.0
172714,27922.0
172728,26729.0
172742,24685.0
172756,22801.0
172770,21426.0
172784,20679.0
172798,20177.0
172812,20012.0
172826,20480.0
172840,21840.0
172854,23961.0
172868,24952.0
172882,25280.0
172896,25087.0
172910,24649.0
172924,24316.0
172938,24042.0
172952,23992.0
172966,24676.0
172980,25081.0
172994,25745.0
173008,26223.0
173022,26788.0
173036,28050.0
173050,28010.0
173064,26675.0
173078,24767.0
173092,22958.0
173106,21610.0
173120,20792.0
173134,20366.0
173148,20148.0
173162,20579.0
173176,21937.0
173190,23987.0
173204,25158.0
173218,25611.0
173232,25233.0
173246,24684.0
173260,24292.0
173274,24182.0
173288,24399.0
173302,24741.0
173316,25089.0
173330,25550.0
173344,25955.0
173358,26502.0
173372,27852.0
173386,27875.0
173400,26537.0
173414,24696.0
173428,22925.0
173442,21653.0
173456,20780.0
173470,20102.0
173484,19897.0
173498,20354.0
173512,21560.0
173526,23421.0
173540,24492.0
173554,25003.0
173568,24970.0
173582,25235.0
173596,25257.0
173610,25291.0
173624,25140.0
173638,25324.0
173652,25554.0
173666,25610.0
173680,25625.0
173694,25958.0
173708,26958.0
173722,26939.0
173736,25997.0
173750,24355.0
173764,22647.0
173778,21369.0
173792,20406.0
173806,19822.0
173820,19456.0
173834,19575.0
173848,20081.0
173862,20771.0
173876,21143.0
173890,22011.0
173904,22643.0
173918,22717.0
173932,22539.0
173946,22121.0
173960,21743.0
173974,21594.0
173988,21739.0
174002,22066.0
174016,23110.0
174030,23867.0
174044,25103.0
174058,25556.0
174072,24696.0
174086,23351.0
174100,22084.0
174114,21015.0
174128,20503.0
174142,19918.0
174156,19618.0
174170,19599.0
174184,19948.0
174198,20333.0
174212,20258.0
174226,20280.0
174240,20049.0
174254,19666.0
174268,19342.0
174282,19194.0
174296,19306.0
174310,19575.0
174324,20123.0
174338,21317.0
174352,22687.0
174366,23752.0
174380,25130.0
174394,25740.0
174408,24684.0
174422,23020.0
174436,21777.0
174450,20982.0
174464,20157.0
174478,19943.0
174492,19920.0
174506,20154.0
174520,21356.0
174534,23328.0
174548,24239.0
174562,24437.0
174576,24864.0
174590,25024.0
174604,25165.0
174618,25335.0
174632,25985.0
174646,26736.0
174660,27670.0
174674,28520.0
174688,29063.0
174702,29459.0
174716,30177.0
174730,29977.0
174744,28132.0
174758,25746.0
174772,23563.0
174786,22182.0
174800,21380.0
174814,20923.0
174828,20821.0
174842,20770.0
174856,21745.0
174870,23672.0
174884,24550.0
174898,24882.0
174912,25496.0
174926,25836.0
174940,26223.0
174954,26727.0
174968,27360.0
174982,27878.0
174996,28441.0
175010,28810.0
175024,29061.0
175038,29092.0
175052,29548.0
175066,29384.0
175080,27645.0
175094,25331.0
175108,23212.0
175122,22164.0
175136,21490.0
175150,20876.0
175164,20682.0
175178,20639.0
175192,21634.0
175206,23670.0
175220,24659.0
175234,24909.0
175248,25175.0
175262,25124.0
175276,25080.0
175290,25016.0
175304,25268.0
175318,25691.0
175332,26333.0
175346,26847.0
175360,26977.0
175374,27399.0
175388,28253.0
175402,28187.0
175416,26727.0
175430,24550.0
175444,22663.0
175458,21875.0
175472,21261.0
175486,20873.0
175500,20725.0
175514,20733.0
175528,21835.0
175542,23907.0
175556,24831.0
175570,24969.0
175584,24813.0
175598,24205.0
175612,23690.0
175626,23525.0
175640,23338.0
175654,23250.0
175668,23253.0
175682,23772.0
175696,24306.0
175710,25172.0
175724,26881.0
175738,27536.0
175752,26421.0
175766,24418.0
175780,22574.0
175794,21901.0
175808,21318.0
175822,20830.0
175836,20655.0
175850,20664.0
175864,22056.0
175878,24204.0
175892,25012.0
175906,24442.0
175920,23993.0
175934,23743.0
175948,23275.0
175962,22920.0
175976,22916.0
175990,23033.0
176004,23456.0
176018,24225.0
176032,24688.0
176046,25341.0
176060,26459.0
176074,26960.0
176088,25969.0
176102,24343.0
176116,22559.0
176130,21470.0
176144,20926.0
176158,20388.0
176172,20107.0
176186,20176.0
176200,20774.0
176214,21121.0
176228,21177.0
176242,21202.0
176256,21256.0
176270,21116.0
176284,20957.0
176298,20898.0
176312,21002.0
176326,21441.0
176340,22188.0
176354,23039.0
176368,23610.0
176382,24572.0
176396,25528.0
176410,25878.0
176424,24763.0
176438,23318.0
176452,21718.0
176466,20412.0
176480,19484.0
176494,18894.0
176508,18558.0
176522,18547.0
176536,18804.0
176550,19036.0
176564,19157.0
176578,19348.0
176592,19422.0
176606,19149.0
176620,19034.0
176634,19214.0
176648,19785.0
176662,20037.0
176676,20788.0
176690,21976.0
176704,23084.0
176718,24048.0
176732,25212.0
176746,25673.0
176760,24614.0
176774,22960.0
176788,21201.0
176802,20060.0
176816,19299.0
176830,18919.0
176844,18950.0
176858,19557.0
176872,21047.0
176886,23197.0
176900,24402.0
176914,24560.0
176928,24529.0
176942,24230.0
176956,23832.0
176970,23438.0
176984,23522.0
176998,23429.0
177012,23228.0
177026,23392.0
177040,24228.0
177054,25202.0
177068,26697.0
177082,27358.0
177096,26172.0
177110,24249.0
177124,22423.0
177138,21346.0
177152,20583.0
177166,20203.0
177180,20156.0
177194,20641.0
177208,22074.0
177222,24241.0
177236,24910.0
177250,24053.0
177264,23355.0
177278,22216.0
177292,21769.0
177306,21775.0
177320,21845.0
177334,22125.0
177348,22773.0
177362,23605.0
177376,24787.0
177390,26430.0
177404,27231.0
177418,26141.0
177432,24115.0
177446,22451.0
177460,21358.0
177474,20584.0
177488,20126.0
177502,20016.0
177516,20514.0
177530,21999.0
177544,23841.0
177558,24912.0
177572,24787.0
177586,24506.0
177600,24106.0
177614,23702.0
177628,23356.0
177642,23299.0
177656,23453.0
177670,23445.0
177684,23857.0
177698,24559.0
177712,25406.0
177726,26906.0
177740,27597.0
177754,26521.0
177768,24513.0
177782,22815.0
177796,21607.0
177810,20749.0
177824,20274.0
177838,20143.0
177852,20597.0
177866,21954.0
177880,24071.0
177894,25043.0
177908,24942.0
177922,24390.0
177936,23683.0
177950,23192.0
177964,22792.0
177978,22611.0
177992,22390.0
178006,22502.0
178020,23023.0
178034,23673.0
178048,24718.0
178062,26226.0
178076,27177.0
178090,26096.0
178104,24301.0
178118,22524.0
178132,21371.0
178146,20605.0
178160,20104.0
178174,19876.0
178188,20400.0
178202,21707.0
178216,23631.0
178230,24391.0
178244,23857.0
178258,23099.0
178272,22681.0
178286,22418.0
178300,22156.0
178314,22276.0
178328,22252.0
178342,22611.0
178356,23190.0
178370,24076.0
178384,24924.0
178398,26037.0
178412,26714.0
178426,25836.0
178440,24192.0
178454,22502.0
178468,21133.0
178482,20283.0
178496,19650.0
178510,19337.0
178524,19348.0
178538,19738.0
178552,20206.0
178566,20549.0
178580,20650.0
178594,20426.0
178608,20354.0
178622,20356.0
178636,20427.0
178650,20721.0
178664,21280.0
178678,22075.0
178692,22815.0
178706,23782.0
178720,24715.0
178734,25703.0
178748,26157.0
178762,25184.0
178776,23587.0
178790,21993.0
178804,20784.0
178818,19835.0
178832,19180.0
178846,18805.0
178860,18671.0
178874,18862.0
178888,18886.0
178902,18942.0
178916,19097.0
178930,19150.0
178944,19294.0
178958,19563.0
178972,19990.0
178986,20559.0
179000,21173.0
179014,22245.0
179028,23548.0
179042,24898.0
179056,26061.0
179070,26845.0
179084,27364.0
179098,26117.0
179112,24012.0
179126,21968.0
179140,20711.0
179154,19863.0
179168,19415.0
179182,19322.0
179196,19800.0
179210,21135.0
179224,22944.0
179238,24165.0
179252,24365.0
179266,24294.0
179280,24386.0
179294,24546.0
179308,25074.0
179322,25774.0
179336,26421.0
179350,27276.0
179364,28115.0
179378,28803.0
179392,29130.0
179406,29486.0
179420,29542.0
179434,27826.0
179448,25548.0
179462,23370.0
179476,21912.0
179490,20999.0
179504,20319.0
179518,20119.0
179532,20477.0
179546,21746.0
179560,23457.0
179574,24517.0
179588,24613.0
179602,24477.0
179616,24412.0
179630,24396.0
179644,24556.0
179658,25011.0
179672,25481.0
179686,26071.0
179700,26879.0
179714,27668.0
179728,28156.0
179742,28864.0
179756,29249.0
179770,27715.0
179784,25489.0
179798,23382.0
179812,21948.0
179826,21040.0
179840,20490.0
179854,20284.0
179868,20697.0
179882,22050.0
179896,23788.0
179910,24739.0
179924,24692.0
179938,24434.0
179952,24303.0
179966,24157.0
179980,24168.0
179994,24675.0
180008,25242.0
180022,25992.0
180036,26842.0
180050,27678.0
180064,28166.0
180078,28897.0
180092,29386.0
180106,27947.0
180120,25628.0
180134,23567.0
180148,22260.0
180162,21270.0
180176,20547.0
180190,20300.0
180204,20630.0
180218,21949.0
180232,23705.0
180246,24790.0
180260,24917.0
180274,24503.0
180288,24026.0
180302,23807.0
180316,23763.0
180330,24089.0
180344,24407.0
180358,25033.0
180372,25834.0
180386,26650.0
180400,27203.0
180414,28038.0
180428,28634.0
180442,27306.0
180456,25230.0
180470,23291.0
180484,21955.0
180498,21034.0
180512,20390.0
180526,20132.0
180540,20527.0
180554,21786.0
180568,23544.0
180582,24643.0
180596,24831.0
180610,24553.0
180624,24155.0
180638,23592.0
180652,23257.0
180666,23410.0
180680,23512.0
180694,23751.0
180708,24336.0
180722,24966.0
180736,25640.0
180750,26573.0
180764,27354.0
180778,26370.0
180792,24733.0
180806,23035.0
180820,21578.0
180834,20540.0
180848,19908.0
180862,19642.0
180876,19732.0
180890,20120.0
180904,20566.0
180918,20908.0
180932,20998.0
180946,20775.0
180960,20903.0
180974,20814.0
180988,20580.0
181002,20409.0
181016,20421.0
181030,20705.0
181044,21387.0
181058,22411.0
181072,23562.0
181086,24707.0
181100,25605.0
181114,24916.0
181128,23594.0
181142,22121.0
181156,21131.0
181170,20186.0
181184,19292.0
181198,19072.0
181212,19384.0
181226,20068.0
181240,20223.0
181254,20249.0
181268,20338.0
181282,20134.0
181296,20149.0
181310,20163.0
181324,20070.0
181338,19922.0
181352,19904.0
181366,20422.0
181380,21166.0
181394,22151.0
181408,23047.0
181422,24445.0
181436,25763.0
181450,24943.0
181464,23374.0
181478,21839.0
181492,20593.0
181506,19930.0
181520,19578.0
181534,19609.0
181548,20247.0
181562,21660.0
181576,23252.0
181590,24962.0
181604,25307.0
181618,25239.0
181632,24919.0
181646,24592.0
181660,24176.0
181674,24102.0
181688,24081.0
181702,24353.0
181716,24545.0
181730,25103.0
181744,26002.0
181758,27223.0
181772,27871.0
181786,26614.0
181800,24721.0
181814,23071.0
181828,21830.0
181842,21131.0
181856,20597.0
181870,20379.0
181884,20991.0
181898,22438.0
181912,24333.0
181926,25554.0
181940,25722.0
181954,25499.0
181968,25350.0
181982,24816.0
181996,24607.0
182010,24484.0
182024,24314.0
182038,24497.0
182052,25221.0
182066,25570.0
182080,26278.0
182094,27341.0
182108,28093.0
182122,26985.0
182136,24948.0
182150,23142.0
182164,21929.0
182178,21187.0
182192,20724.0
182206,20695.0
182220,21076.0
182234,22300.0
182248,24200.0
182262,25337.0
182276,25483.0
182290,25321.0
182304,25250.0
182318,24781.0
182332,24594.0
182346,24754.0
182360,25047.0
182374,25070.0
182388,25330.0
182402,26073.0
182416,26568.0
182430,27465.0
182444,28161.0
182458,26978.0
182472,24939.0
182486,23031.0
182500,21848.0
182514,20954.0
182528,20487.0
182542,20775.0
182556,20849.0
182570,22179.0
182584,23946.0
182598,24952.0
182612,25048.0
182626,24638.0
182640,24421.0
182654,23998.0
182668,23519.0
182682,23545.0
182696,23911.0
182710,24352.0
182724,25141.0
182738,25916.0
182752,26618.0
182766,27634.0
182780,28466.0
182794,27297.0
182808,25409.0
182822,23649.0
182836,22199.0
182850,21209.0
182864,20743.0
182878,20588.0
182892,20999.0
182906,22156.0
182920,23715.0
182934,24995.0
182948,25035.0
182962,25044.0
182976,25416.0
182990,25653.0
183004,25886.0
183018,26590.0
183032,27298.0
183046,28124.0
183060,28984.0
183074,29483.0
183088,29576.0
183102,29611.0
183116,29835.0
183130,28604.0
183144,26559.0
183158,24478.0
183172,23070.0
183186,21744.0
183200,20994.0
183214,20544.0
183228,20526.0
183242,20764.0
183256,21005.0
183270,21680.0
183284,22459.0
183298,22907.0
183312,23110.0
183326,23435.0
183340,24074.0
183354,24903.0
183368,25727.0
183382,26572.0
183396,27304.0
183410,27767.0
183424,27787.0
183438,27910.0
183452,28288.0
183466,27375.0
183480,25526.0
183494,23704.0
183508,22291.0
183522,21360.0
183536,20717.0
183550,20080.0
183564,20162.0
183578,20320.0
183592,20186.0
183606,20346.0
183620,20625.0
183634,20622.0
183648,20728.0
183662,20993.0
183676,21459.0
183690,22199.0
183704,23193.0
183718,24276.0
183732,25483.0
183746,26547.0
183760,26723.0
183774,27052.0
183788,27797.0
183802,26719.0
183816,24659.0
183830,22681.0
183844,21658.0
183858,20792.0
183872,20159.0
183886,20164.0
183900,20641.0
183914,21991.0
183928,23611.0
183942,24746.0
183956,24908.0
183970,24899.0
183984,25006.0
183998,25355.0
184012,25717.0
184026,26242.0
184040,26801.0
184054,27647.0
184068,28657.0
184082,29582.0
184096,29844.0
184110,29988.0
184124,30339.0
184138,28880.0
184152,26273.0
184166,24109.0
184180,22841.0
184194,21868.0
184208,21347.0
184222,21153.0
184236,21503.0
184250,22633.0
184264,24116.0
184278,25233.0
184292,25413.0
184306,25364.0
184320,25376.0
184334,25597.0
184348,26034.0
184362,26960.0
184376,27631.0
184390,28415.0
184404,29392.0
184418,30154.0
184432,30331.0
184446,30461.0
184460,30602.0
184474,29197.0
184488,26844.0
184502,24598.0
184516,23164.0
184530,22327.0
184544,21681.0
184558,21429.0
184572,21781.0
184586,22907.0
184600,24414.0
184614,25389.0
184628,25405.0
184642,25430.0
184656,25631.0
184670,26009.0
184684,26253.0
184698,27057.0
184712,27639.0
184726,28855.0
184740,29644.0
184754,30255.0
184768,30198.0
184782,30075.0
184796,30421.0
184810,29193.0
184824,26999.0
184838,25014.0
184852,23519.0
184866,22609.0
184880,21982.0
184894,21700.0
184908,21922.0
184922,23176.0
184936,24642.0
184950,25807.0
184964,25877.0
184978,25729.0
184992,25822.0
185006,26004.0
185020,26251.0
185034,26824.0
185048,27373.0
185062,27984.0
185076,28605.0
185090,29177.0
185104,28954.0
185118,28941.0
185132,29565.0
185146,28396.0
185160,26236.0
185174,24493.0
185188,23061.0
185202,21976.0
185216,21384.0
185230,21139.0
185244,21518.0
185258,22755.0
185272,24326.0
185286,25503.0
185300,25600.0
185314,25761.0
185328,25727.0
185342,25463.0
185356,25245.0
185370,25624.0
185384,25667.0
185398,25916.0
185412,26365.0
185426,26897.0
185440,27404.0
185454,27768.0
185468,28184.0
185482,27382.0
185496,25859.0
185510,24288.0
185524,23177.0
185538,22324.0
185552,21379.0
185566,21049.0
185580,21142.0
185594,21560.0
185608,21917.0
185622,22347.0
185636,22760.0
185650,23014.0
185664,23018.0
185678,22836.0
185692,22674.0
185706,22672.0
185720,22765.0
185734,23063.0
185748,23593.0
185762,24385.0
185776,24736.0
185790,25553.0
185804,26426.0
185818,25717.0
185832,24446.0
185846,22833.0
185860,21622.0
185874,20671.0
185888,20072.0
185902,19940.0
185916,19987.0
185930,20126.0
185944,20416.0
185958,20748.0
185972,21019.0
185986,21123.0
186000,20892.0
186014,20411.0
186028,19960.0
186042,19833.0
186056,20009.0
186070,20579.0
186084,21604.0
186098,22879.0
186112,23731.0
186126,24729.0
186140,25966.0
186154,25367.0
186168,23780.0
186182,21986.0
186196,20857.0
186210,20245.0
186224,19855.0
186238,19739.0
186252,20115.0
186266,21291.0
186280,22895.0
186294,24250.0
186308,24455.0
186322,24653.0
186336,24653.0
186350,24344.0
186364,24250.0
186378,24533.0
186392,24712.0
186406,25076.0
186420,25446.0
186434,26153.0
186448,26878.0
186462,27584.0
186476,28520.0
186490,27490.0
186504,25406.0
186518,23384.0
186532,22092.0
186546,21194.0
186560,20644.0
186574,20385.0
186588,20896.0
186602,22098.0
186616,23667.0
186630,24793.0
186644,24993.0
186658,25060.0
186672,24604.0
186686,23989.0
186700,23730.0
186714,24062.0
186728,24230.0
186742,24759.0
186756,25557.0
186770,26299.0
186784,27189.0
186798,27966.0
186812,28731.0
186826,27655.0
186840,25583.0
186854,23606.0
186868,22341.0
186882,21405.0
186896,20827.0
186910,20606.0
186924,21118.0
186938,22415.0
